,date,race,age,confirmed_cases_total,confirmed_cases_percent,deaths_total,deaths_percent,population_percent
2725,2020-11-28,other,65-79,1062,0.016,77,0.013,0.015
2726,2020-11-28,other,80+,375,0.014,99,0.013,0.013
2727,2020-11-28,other,all,13714,0.016,226,0.012,0.027
2728,2020-11-28,white,0-17,10857,0.109,0,0.0,0.292
2729,2020-11-28,white,18+,154547,0.202,5767,0.303,0.388
2730,2020-11-28,white,18-34,50597,0.172,27,0.092,0.302
2731,2020-11-28,white,35-49,33542,0.16,83,0.078,0.325
2732,2020-11-28,white,50-64,35818,0.219,578,0.159,0.43
2733,2020-11-28,white,65-79,22266,0.33,1762,0.284,0.54
2734,2020-11-28,white,80+,12324,0.442,3317,0.424,0.5720000000000001
2735,2020-11-28,white,all,165513,0.192,5768,0.303,0.366
2736,2020-11-27,asian,0-17,3545,0.036,1,0.5,0.13
2737,2020-11-27,asian,18+,49828,0.066,2309,0.122,0.165
2738,2020-11-27,asian,18-34,15835,0.054,19,0.065,0.151
2739,2020-11-27,asian,35-49,13262,0.064,79,0.074,0.179
2740,2020-11-27,asian,50-64,11698,0.072,281,0.078,0.167
2741,2020-11-27,asian,65-79,5805,0.088,646,0.105,0.172
2742,2020-11-27,asian,80+,3228,0.117,1284,0.165,0.172
2743,2020-11-27,asian,all,53390,0.062,2310,0.122,0.157
2744,2020-11-27,black,0-17,2720,0.028,0,0.0,0.054
2745,2020-11-27,black,18+,32530,0.043,1385,0.073,0.061
2746,2020-11-27,black,18-34,11437,0.039,38,0.129,0.065
2747,2020-11-27,black,35-49,7860,0.038,71,0.067,0.059
2748,2020-11-27,black,50-64,7703,0.048,251,0.069,0.064
2749,2020-11-27,black,65-79,3904,0.059,514,0.083,0.055
2750,2020-11-27,black,80+,1626,0.059,511,0.065,0.048
2751,2020-11-27,black,all,35284,0.041,1385,0.073,0.06
2752,2020-11-27,cdph-other,0-17,10831,0.11,0,0.0,0.0
2753,2020-11-27,cdph-other,18+,74328,0.098,94,0.005,0.0
2754,2020-11-27,cdph-other,18-34,30834,0.106,1,0.003,0.0
2755,2020-11-27,cdph-other,35-49,21533,0.104,6,0.006,0.0
2756,2020-11-27,cdph-other,50-64,15317,0.095,13,0.004,0.0
2757,2020-11-27,cdph-other,65-79,5045,0.076,27,0.004,0.0
2758,2020-11-27,cdph-other,80+,1599,0.058,47,0.006,0.0
2759,2020-11-27,cdph-other,all,85189,0.1,94,0.005,0.0
2760,2020-11-27,latino,0-17,68952,0.7020000000000001,1,0.5,0.479
2761,2020-11-27,latino,18+,434275,0.5750000000000001,9213,0.485,0.363
2762,2020-11-27,latino,18-34,178467,0.613,206,0.7010000000000001,0.45
2763,2020-11-27,latino,35-49,129073,0.621,811,0.762,0.415
2764,2020-11-27,latino,50-64,89344,0.552,2466,0.681,0.322
