,date,race,age,confirmed_cases_total,confirmed_cases_percent,deaths_total,deaths_percent,population_percent
8262,2020-07-02,asian,80+,1170,0.146,546,0.195,0.172
8263,2020-07-02,asian,all,11633,0.071,900,0.147,0.157
8264,2020-07-02,black,0-17,262,0.02,0,0.0,0.054
8265,2020-07-02,black,18+,6871,0.046,570,0.093,0.061
8266,2020-07-02,black,18-34,1868,0.037,10,0.156,0.065
8267,2020-07-02,black,35-49,1583,0.038,20,0.067,0.059
8268,2020-07-02,black,50-64,1724,0.05,80,0.08,0.064
8269,2020-07-02,black,65-79,1086,0.071,219,0.113,0.055
8270,2020-07-02,black,80+,610,0.077,241,0.086,0.048
8271,2020-07-02,black,all,7144,0.044,570,0.093,0.06
8272,2020-07-02,cdph-other,0-17,2627,0.198,0,0.0,0.0
8273,2020-07-02,cdph-other,18+,21956,0.146,68,0.011,0.0
8274,2020-07-02,cdph-other,18-34,9079,0.177,0,0.0,0.0
8275,2020-07-02,cdph-other,35-49,6276,0.151,0,0.0,0.0
8276,2020-07-02,cdph-other,50-64,4635,0.134,12,0.012,0.0
8277,2020-07-02,cdph-other,65-79,1448,0.094,19,0.01,0.0
8278,2020-07-02,cdph-other,80+,518,0.065,37,0.013,0.0
8279,2020-07-02,cdph-other,all,24585,0.15,68,0.011,0.0
8280,2020-07-02,latino,0-17,8928,0.672,0,0.0,0.479
8281,2020-07-02,latino,18+,82328,0.547,2545,0.417,0.363
8282,2020-07-02,latino,18-34,30324,0.593,40,0.625,0.45
8283,2020-07-02,latino,35-49,24631,0.594,228,0.765,0.415
8284,2020-07-02,latino,50-64,18601,0.536,624,0.623,0.322
8285,2020-07-02,latino,65-79,6373,0.414,853,0.44,0.218
8286,2020-07-02,latino,80+,2399,0.301,800,0.286,0.196
8287,2020-07-02,latino,all,91317,0.557,2546,0.418,0.389
8288,2020-07-02,other,0-17,91,0.006,0,0.0,0.044
8289,2020-07-02,other,18+,1394,0.009,57,0.01,0.022
8290,2020-07-02,other,18-34,488,0.01,2,0.031,0.032
8291,2020-07-02,other,35-49,363,0.009,6,0.02,0.021
8292,2020-07-02,other,50-64,331,0.01,8,0.008,0.017
8293,2020-07-02,other,65-79,133,0.009,15,0.008,0.015
8294,2020-07-02,other,80+,79,0.01,26,0.01,0.013
8295,2020-07-02,other,all,1485,0.009,57,0.01,0.027
8296,2020-07-02,white,0-17,1046,0.079,0,0.0,0.292
8297,2020-07-02,white,18+,26799,0.178,1957,0.321,0.388
8298,2020-07-02,white,18-34,6747,0.132,8,0.125,0.302
8299,2020-07-02,white,35-49,5588,0.135,21,0.07,0.325
8300,2020-07-02,white,50-64,6482,0.187,187,0.187,0.43
8301,2020-07-02,white,65-79,4792,0.312,595,0.307,0.54
8302,2020-07-02,white,80+,3190,0.4,1146,0.41,0.5720000000000001
8303,2020-07-02,white,all,27871,0.17,1957,0.321,0.366
8304,2020-07-01,asian,0-17,323,0.026,0,0.0,0.13
8305,2020-07-01,asian,18+,11063,0.075,882,0.148,0.165
8306,2020-07-01,asian,18-34,2579,0.052,4,0.062,0.151
8307,2020-07-01,asian,35-49,2928,0.073,22,0.076,0.179
8308,2020-07-01,asian,50-64,2874,0.085,89,0.09,0.167
8309,2020-07-01,asian,65-79,1521,0.101,233,0.122,0.172
8310,2020-07-01,asian,80+,1161,0.148,534,0.195,0.172
8311,2020-07-01,asian,all,11396,0.071,882,0.148,0.157
8312,2020-07-01,black,0-17,253,0.02,0,0.0,0.054
8313,2020-07-01,black,18+,6690,0.046,561,0.094,0.061
8314,2020-07-01,black,18-34,1781,0.036,10,0.156,0.065
8315,2020-07-01,black,35-49,1542,0.038,20,0.069,0.059
8316,2020-07-01,black,50-64,1688,0.05,77,0.078,0.064
8317,2020-07-01,black,65-79,1076,0.071,215,0.113,0.055
8318,2020-07-01,black,80+,603,0.077,239,0.087,0.048
8319,2020-07-01,black,all,6953,0.044,561,0.094,0.06
8320,2020-07-01,cdph-other,0-17,2578,0.201,0,0.0,0.0
8321,2020-07-01,cdph-other,18+,21416,0.146,67,0.011,0.0
8322,2020-07-01,cdph-other,18-34,8824,0.179,0,0.0,0.0
8323,2020-07-01,cdph-other,35-49,6123,0.152,0,0.0,0.0
8324,2020-07-01,cdph-other,50-64,4525,0.134,11,0.011,0.0
8325,2020-07-01,cdph-other,65-79,1427,0.095,20,0.01,0.0
8326,2020-07-01,cdph-other,80+,517,0.066,36,0.013,0.0
8327,2020-07-01,cdph-other,all,23996,0.151,67,0.011,0.0
8328,2020-07-01,latino,0-17,8602,0.67,0,0.0,0.479
8329,2020-07-01,latino,18+,79982,0.546,2499,0.418,0.363
8330,2020-07-01,latino,18-34,29326,0.594,40,0.625,0.45
8331,2020-07-01,latino,35-49,23939,0.594,221,0.762,0.415
8332,2020-07-01,latino,50-64,18135,0.536,616,0.627,0.322
8333,2020-07-01,latino,65-79,6236,0.414,839,0.44,0.218
8334,2020-07-01,latino,80+,2346,0.3,783,0.286,0.196
8335,2020-07-01,latino,all,88642,0.556,2500,0.418,0.389
8336,2020-07-01,other,0-17,90,0.007,0,0.0,0.044
8337,2020-07-01,other,18+,1332,0.009,50,0.009,0.022
8338,2020-07-01,other,18-34,464,0.009,2,0.031,0.032
8339,2020-07-01,other,35-49,350,0.009,6,0.02,0.021
8340,2020-07-01,other,50-64,320,0.01,8,0.008,0.017
8341,2020-07-01,other,65-79,126,0.008,13,0.007,0.015
8342,2020-07-01,other,80+,72,0.01,21,0.007,0.013
8343,2020-07-01,other,all,1422,0.009,50,0.009,0.027
8344,2020-07-01,white,0-17,985,0.077,0,0.0,0.292
8345,2020-07-01,white,18+,25881,0.177,1923,0.321,0.388
8346,2020-07-01,white,18-34,6366,0.129,8,0.125,0.302
8347,2020-07-01,white,35-49,5388,0.134,21,0.072,0.325
8348,2020-07-01,white,50-64,6310,0.186,182,0.185,0.43
8349,2020-07-01,white,65-79,4688,0.311,586,0.307,0.54
8350,2020-07-01,white,80+,3129,0.4,1126,0.411,0.5720000000000001
8351,2020-07-01,white,all,26891,0.169,1923,0.321,0.366
8352,2020-06-30,asian,0-17,312,0.026,0,0.0,0.13
8353,2020-06-30,asian,18+,10838,0.076,878,0.149,0.165
8354,2020-06-30,asian,18-34,2516,0.052,4,0.065,0.151
8355,2020-06-30,asian,35-49,2859,0.073,22,0.077,0.179
8356,2020-06-30,asian,50-64,2812,0.085,88,0.091,0.167
8357,2020-06-30,asian,65-79,1502,0.101,233,0.124,0.172
8358,2020-06-30,asian,80+,1149,0.149,531,0.196,0.172
8359,2020-06-30,asian,all,11160,0.072,878,0.149,0.157
8360,2020-06-30,black,0-17,236,0.019,0,0.0,0.054
8361,2020-06-30,black,18+,6527,0.046,556,0.094,0.061
8362,2020-06-30,black,18-34,1716,0.036,10,0.161,0.065
8363,2020-06-30,black,35-49,1497,0.038,20,0.07,0.059
8364,2020-06-30,black,50-64,1656,0.05,77,0.08,0.064
8365,2020-06-30,black,65-79,1061,0.072,214,0.113,0.055
8366,2020-06-30,black,80+,597,0.077,235,0.087,0.048
8367,2020-06-30,black,all,6774,0.044,556,0.094,0.06
8368,2020-06-30,cdph-other,0-17,2545,0.206,0,0.0,0.0
8369,2020-06-30,cdph-other,18+,20925,0.147,64,0.011,0.0
8370,2020-06-30,cdph-other,18-34,8616,0.181,0,0.0,0.0
8371,2020-06-30,cdph-other,35-49,5999,0.153,0,0.0,0.0
8372,2020-06-30,cdph-other,50-64,4426,0.134,11,0.011,0.0
8373,2020-06-30,cdph-other,65-79,1382,0.094,18,0.01,0.0
8374,2020-06-30,cdph-other,80+,502,0.065,35,0.013,0.0
8375,2020-06-30,cdph-other,all,23472,0.152,64,0.011,0.0
8376,2020-06-30,latino,0-17,8266,0.668,0,0.0,0.479
8377,2020-06-30,latino,18+,77685,0.545,2455,0.416,0.363
8378,2020-06-30,latino,18-34,28323,0.594,39,0.629,0.45
8379,2020-06-30,latino,35-49,23264,0.594,218,0.76,0.415
8380,2020-06-30,latino,50-64,17703,0.536,600,0.622,0.322
8381,2020-06-30,latino,65-79,6078,0.412,829,0.44,0.218
8382,2020-06-30,latino,80+,2317,0.3,769,0.284,0.196
8383,2020-06-30,latino,all,86009,0.555,2456,0.416,0.389
8384,2020-06-30,other,0-17,84,0.006,0,0.0,0.044
8385,2020-06-30,other,18+,1283,0.009,49,0.009,0.022
8386,2020-06-30,other,18-34,441,0.009,2,0.032,0.032
8387,2020-06-30,other,35-49,340,0.009,6,0.02,0.021
8388,2020-06-30,other,50-64,312,0.01,8,0.008,0.017
8389,2020-06-30,other,65-79,121,0.008,13,0.007,0.015
8390,2020-06-30,other,80+,69,0.009,20,0.007,0.013
8391,2020-06-30,other,all,1367,0.009,49,0.009,0.027
8392,2020-06-30,white,0-17,937,0.076,0,0.0,0.292
8393,2020-06-30,white,18+,25163,0.177,1902,0.322,0.388
8394,2020-06-30,white,18-34,6096,0.128,7,0.113,0.302
8395,2020-06-30,white,35-49,5220,0.133,21,0.073,0.325
8396,2020-06-30,white,50-64,6149,0.186,180,0.187,0.43
8397,2020-06-30,white,65-79,4615,0.313,579,0.307,0.54
8398,2020-06-30,white,80+,3083,0.4,1115,0.412,0.5720000000000001
8399,2020-06-30,white,all,26127,0.169,1902,0.322,0.366
8400,2020-06-29,asian,0-17,287,0.024,0,0.0,0.13
8401,2020-06-29,asian,18+,10603,0.076,871,0.15,0.165
8402,2020-06-29,asian,18-34,2450,0.053,4,0.066,0.151
8403,2020-06-29,asian,35-49,2776,0.073,22,0.077,0.179
8404,2020-06-29,asian,50-64,2769,0.086,88,0.092,0.167
8405,2020-06-29,asian,65-79,1470,0.101,229,0.123,0.172
8406,2020-06-29,asian,80+,1138,0.15,528,0.199,0.172
8407,2020-06-29,asian,all,10900,0.072,871,0.15,0.157
8408,2020-06-29,black,0-17,218,0.018,0,0.0,0.054
8409,2020-06-29,black,18+,6328,0.046,551,0.095,0.061
8410,2020-06-29,black,18-34,1624,0.035,9,0.148,0.065
8411,2020-06-29,black,35-49,1458,0.038,20,0.07,0.059
8412,2020-06-29,black,50-64,1613,0.05,77,0.081,0.064
8413,2020-06-29,black,65-79,1042,0.072,211,0.114,0.055
8414,2020-06-29,black,80+,591,0.078,234,0.088,0.048
8415,2020-06-29,black,all,6557,0.044,551,0.095,0.06
8416,2020-06-29,cdph-other,0-17,2459,0.206,0,0.0,0.0
8417,2020-06-29,cdph-other,18+,20057,0.145,54,0.009,0.0
8418,2020-06-29,cdph-other,18-34,8194,0.178,0,0.0,0.0
8419,2020-06-29,cdph-other,35-49,5748,0.151,0,0.0,0.0
8420,2020-06-29,cdph-other,50-64,4265,0.132,10,0.011,0.0
8421,2020-06-29,cdph-other,65-79,1356,0.094,16,0.009,0.0
8422,2020-06-29,cdph-other,80+,494,0.065,28,0.011,0.0
8423,2020-06-29,cdph-other,all,22518,0.15,54,0.009,0.0
8424,2020-06-29,latino,0-17,7977,0.67,0,0.0,0.479
8425,2020-06-29,latino,18+,75626,0.547,2414,0.415,0.363
8426,2020-06-29,latino,18-34,27491,0.598,39,0.639,0.45
8427,2020-06-29,latino,35-49,22610,0.596,215,0.757,0.415
8428,2020-06-29,latino,50-64,17299,0.537,589,0.62,0.322
8429,2020-06-29,latino,65-79,5965,0.412,821,0.442,0.218
8430,2020-06-29,latino,80+,2261,0.298,750,0.282,0.196
8431,2020-06-29,latino,all,83658,0.557,2415,0.416,0.389
8432,2020-06-29,other,0-17,83,0.007,0,0.0,0.044
8433,2020-06-29,other,18+,1250,0.009,49,0.009,0.022
8434,2020-06-29,other,18-34,424,0.009,2,0.033,0.032
8435,2020-06-29,other,35-49,335,0.009,6,0.022,0.021
8436,2020-06-29,other,50-64,304,0.01,8,0.008,0.017
8437,2020-06-29,other,65-79,118,0.008,13,0.007,0.015
8438,2020-06-29,other,80+,69,0.009,20,0.007,0.013
8439,2020-06-29,other,all,1333,0.009,49,0.009,0.027
8440,2020-06-29,white,0-17,889,0.075,0,0.0,0.292
8441,2020-06-29,white,18+,24333,0.176,1871,0.322,0.388
8442,2020-06-29,white,18-34,5795,0.126,7,0.115,0.302
8443,2020-06-29,white,35-49,5024,0.132,21,0.074,0.325
8444,2020-06-29,white,50-64,5963,0.185,178,0.187,0.43
8445,2020-06-29,white,65-79,4516,0.312,567,0.305,0.54
8446,2020-06-29,white,80+,3035,0.4,1098,0.413,0.5720000000000001
8447,2020-06-29,white,all,25250,0.168,1871,0.322,0.366
8448,2020-06-27,asian,0-17,271,0.024,0,0.0,0.13
8449,2020-06-27,asian,18+,10342,0.079,853,0.15,0.165
8450,2020-06-27,asian,18-34,2373,0.055,4,0.067,0.151
8451,2020-06-27,asian,35-49,2709,0.075,22,0.078,0.179
8452,2020-06-27,asian,50-64,2703,0.088,87,0.093,0.167
8453,2020-06-27,asian,65-79,1438,0.103,221,0.121,0.172
8454,2020-06-27,asian,80+,1119,0.152,519,0.199,0.172
8455,2020-06-27,asian,all,10624,0.074,853,0.149,0.157
8456,2020-06-27,black,0-17,197,0.018,0,0.0,0.054
8457,2020-06-27,black,18+,6102,0.046,533,0.093,0.061
8458,2020-06-27,black,18-34,1541,0.036,8,0.133,0.065
8459,2020-06-27,black,35-49,1401,0.039,20,0.071,0.059
8460,2020-06-27,black,50-64,1560,0.05,77,0.083,0.064
8461,2020-06-27,black,65-79,1023,0.073,204,0.112,0.055
8462,2020-06-27,black,80+,577,0.078,224,0.086,0.048
8463,2020-06-27,black,all,6309,0.044,533,0.093,0.06
8464,2020-06-27,cdph-other,0-17,2156,0.193,0,0.0,0.0
8465,2020-06-27,cdph-other,18+,17326,0.132,57,0.01,0.0
8466,2020-06-27,cdph-other,18-34,6838,0.159,0,0.0,0.0
8467,2020-06-27,cdph-other,35-49,4983,0.138,0,0.0,0.0
8468,2020-06-27,cdph-other,50-64,3807,0.123,10,0.011,0.0
8469,2020-06-27,cdph-other,65-79,1227,0.088,18,0.01,0.0
8470,2020-06-27,cdph-other,80+,471,0.064,29,0.011,0.0
8471,2020-06-27,cdph-other,all,19484,0.136,57,0.01,0.0
8472,2020-06-27,latino,0-17,7625,0.684,0,0.0,0.479
8473,2020-06-27,latino,18+,73193,0.556,2347,0.411,0.363
8474,2020-06-27,latino,18-34,26511,0.615,39,0.65,0.45
8475,2020-06-27,latino,35-49,21910,0.606,210,0.745,0.415
8476,2020-06-27,latino,50-64,16802,0.543,571,0.613,0.322
8477,2020-06-27,latino,65-79,5792,0.414,803,0.439,0.218
8478,2020-06-27,latino,80+,2178,0.295,724,0.278,0.196
8479,2020-06-27,latino,all,80875,0.5660000000000001,2348,0.411,0.389
8480,2020-06-27,other,0-17,77,0.007,0,0.0,0.044
8481,2020-06-27,other,18+,1208,0.009,52,0.009,0.022
8482,2020-06-27,other,18-34,401,0.009,2,0.033,0.032
8483,2020-06-27,other,35-49,324,0.009,6,0.022,0.021
8484,2020-06-27,other,50-64,297,0.01,7,0.007,0.017
8485,2020-06-27,other,65-79,115,0.008,14,0.007,0.015
8486,2020-06-27,other,80+,71,0.009,23,0.009,0.013
8487,2020-06-27,other,all,1285,0.009,52,0.009,0.027
8488,2020-06-27,white,0-17,820,0.074,0,1.0,0.292
8489,2020-06-27,white,18+,23394,0.178,1868,0.327,0.388
8490,2020-06-27,white,18-34,5445,0.126,7,0.117,0.302
8491,2020-06-27,white,35-49,4819,0.133,24,0.085,0.325
8492,2020-06-27,white,50-64,5767,0.186,180,0.193,0.43
8493,2020-06-27,white,65-79,4389,0.314,569,0.311,0.54
8494,2020-06-27,white,80+,2974,0.402,1088,0.417,0.5720000000000001
8495,2020-06-27,white,all,24242,0.17,1868,0.327,0.366
8496,2020-06-26,asian,0-17,267,0.024,0,0.0,0.13
8497,2020-06-26,asian,18+,10263,0.079,845,0.149,0.165
8498,2020-06-26,asian,18-34,2350,0.055,4,0.068,0.151
8499,2020-06-26,asian,35-49,2691,0.075,22,0.078,0.179
8500,2020-06-26,asian,50-64,2683,0.088,85,0.091,0.167
8501,2020-06-26,asian,65-79,1433,0.103,220,0.12,0.172
8502,2020-06-26,asian,80+,1106,0.151,514,0.198,0.172
8503,2020-06-26,asian,all,10540,0.075,845,0.149,0.157
8504,2020-06-26,black,0-17,192,0.018,0,0.0,0.054
8505,2020-06-26,black,18+,6013,0.046,534,0.094,0.061
8506,2020-06-26,black,18-34,1513,0.036,8,0.136,0.065
8507,2020-06-26,black,35-49,1377,0.039,20,0.071,0.059
8508,2020-06-26,black,50-64,1539,0.05,78,0.084,0.064
8509,2020-06-26,black,65-79,1015,0.073,208,0.114,0.055
8510,2020-06-26,black,80+,569,0.078,220,0.085,0.048
8511,2020-06-26,black,all,6215,0.044,534,0.094,0.06
8512,2020-06-26,cdph-other,0-17,2060,0.189,0,0.0,0.0
8513,2020-06-26,cdph-other,18+,16802,0.13,57,0.01,0.0
8514,2020-06-26,cdph-other,18-34,6564,0.155,0,0.0,0.0
8515,2020-06-26,cdph-other,35-49,4848,0.136,0,0.0,0.0
8516,2020-06-26,cdph-other,50-64,3720,0.122,10,0.011,0.0
8517,2020-06-26,cdph-other,65-79,1208,0.087,18,0.01,0.0
8518,2020-06-26,cdph-other,80+,462,0.063,29,0.011,0.0
8519,2020-06-26,cdph-other,all,18864,0.134,57,0.01,0.0
8520,2020-06-26,latino,0-17,7523,0.6900000000000001,0,0.0,0.479
8521,2020-06-26,latino,18+,72358,0.558,2335,0.41,0.363
8522,2020-06-26,latino,18-34,26194,0.619,38,0.644,0.45
8523,2020-06-26,latino,35-49,21639,0.607,209,0.744,0.415
8524,2020-06-26,latino,50-64,16632,0.544,567,0.613,0.322
8525,2020-06-26,latino,65-79,5730,0.414,800,0.438,0.218
8526,2020-06-26,latino,80+,2163,0.295,721,0.278,0.196
8527,2020-06-26,latino,all,79934,0.5680000000000001,2336,0.41,0.389
8528,2020-06-26,other,0-17,72,0.006,0,0.0,0.044
8529,2020-06-26,other,18+,1177,0.009,55,0.01,0.022
8530,2020-06-26,other,18-34,389,0.009,2,0.034,0.032
8531,2020-06-26,other,35-49,313,0.009,6,0.022,0.021
8532,2020-06-26,other,50-64,290,0.01,7,0.007,0.017
8533,2020-06-26,other,65-79,113,0.008,15,0.008,0.015
8534,2020-06-26,other,80+,72,0.01,25,0.01,0.013
8535,2020-06-26,other,all,1249,0.009,55,0.01,0.027
8536,2020-06-26,white,0-17,792,0.073,0,0.0,0.292
8537,2020-06-26,white,18+,23081,0.178,1864,0.328,0.388
8538,2020-06-26,white,18-34,5320,0.126,7,0.119,0.302
8539,2020-06-26,white,35-49,4754,0.133,24,0.085,0.325
8540,2020-06-26,white,50-64,5716,0.187,178,0.192,0.43
8541,2020-06-26,white,65-79,4336,0.313,566,0.31,0.54
8542,2020-06-26,white,80+,2955,0.403,1089,0.419,0.5720000000000001
8543,2020-06-26,white,all,23899,0.17,1864,0.328,0.366
8544,2020-06-25,asian,0-17,262,0.025,0,0.0,0.13
8545,2020-06-25,asian,18+,10121,0.08,837,0.149,0.165
8546,2020-06-25,asian,18-34,2305,0.056,4,0.069,0.151
8547,2020-06-25,asian,35-49,2641,0.076,22,0.079,0.179
8548,2020-06-25,asian,50-64,2661,0.089,85,0.094,0.167
8549,2020-06-25,asian,65-79,1422,0.104,217,0.12,0.172
8550,2020-06-25,asian,80+,1092,0.151,509,0.198,0.172
8551,2020-06-25,asian,all,10393,0.075,837,0.149,0.157
8552,2020-06-25,black,0-17,184,0.017,0,0.0,0.054
8553,2020-06-25,black,18+,5901,0.047,527,0.094,0.061
8554,2020-06-25,black,18-34,1471,0.036,6,0.103,0.065
8555,2020-06-25,black,35-49,1348,0.039,20,0.072,0.059
8556,2020-06-25,black,50-64,1515,0.051,77,0.084,0.064
8557,2020-06-25,black,65-79,1000,0.073,205,0.114,0.055
8558,2020-06-25,black,80+,567,0.078,219,0.085,0.048
8559,2020-06-25,black,all,6094,0.044,527,0.094,0.06
8560,2020-06-25,cdph-other,0-17,1981,0.188,0,0.0,0.0
8561,2020-06-25,cdph-other,18+,16379,0.129,52,0.009,0.0
8562,2020-06-25,cdph-other,18-34,6359,0.155,0,0.0,0.0
8563,2020-06-25,cdph-other,35-49,4739,0.136,0,0.0,0.0
8564,2020-06-25,cdph-other,50-64,3634,0.121,10,0.011,0.0
8565,2020-06-25,cdph-other,65-79,1195,0.088,18,0.01,0.0
8566,2020-06-25,cdph-other,80+,452,0.062,24,0.009,0.0
8567,2020-06-25,cdph-other,all,18362,0.134,52,0.009,0.0
8568,2020-06-25,latino,0-17,7276,0.6910000000000001,0,0.0,0.479
8569,2020-06-25,latino,18+,70600,0.557,2308,0.411,0.363
8570,2020-06-25,latino,18-34,25409,0.619,39,0.672,0.45
8571,2020-06-25,latino,35-49,21132,0.607,207,0.742,0.415
8572,2020-06-25,latino,50-64,16294,0.543,559,0.613,0.322
8573,2020-06-25,latino,65-79,5630,0.413,789,0.438,0.218
8574,2020-06-25,latino,80+,2135,0.295,714,0.278,0.196
8575,2020-06-25,latino,all,77926,0.5670000000000001,2309,0.411,0.389
8576,2020-06-25,other,0-17,68,0.006,0,0.0,0.044
8577,2020-06-25,other,18+,1137,0.009,54,0.01,0.022
8578,2020-06-25,other,18-34,375,0.009,2,0.034,0.032
8579,2020-06-25,other,35-49,301,0.009,6,0.022,0.021
8580,2020-06-25,other,50-64,279,0.01,7,0.007,0.017
8581,2020-06-25,other,65-79,113,0.008,15,0.008,0.015
8582,2020-06-25,other,80+,69,0.009,24,0.009,0.013
8583,2020-06-25,other,all,1205,0.009,54,0.01,0.027
8584,2020-06-25,white,0-17,762,0.072,0,0.0,0.292
8585,2020-06-25,white,18+,22553,0.178,1844,0.328,0.388
8586,2020-06-25,white,18-34,5097,0.124,7,0.121,0.302
8587,2020-06-25,white,35-49,4641,0.133,24,0.086,0.325
8588,2020-06-25,white,50-64,5615,0.187,174,0.191,0.43
8589,2020-06-25,white,65-79,4271,0.313,557,0.309,0.54
8590,2020-06-25,white,80+,2929,0.404,1082,0.421,0.5720000000000001
8591,2020-06-25,white,all,23339,0.17,1844,0.328,0.366
8592,2020-06-24,asian,0-17,255,0.025,0,0.0,0.13
8593,2020-06-24,asian,18+,10028,0.081,829,0.15,0.165
8594,2020-06-24,asian,18-34,2280,0.057,4,0.069,0.151
8595,2020-06-24,asian,35-49,2603,0.076,22,0.08,0.179
8596,2020-06-24,asian,50-64,2647,0.09,85,0.095,0.167
8597,2020-06-24,asian,65-79,1408,0.105,215,0.121,0.172
8598,2020-06-24,asian,80+,1090,0.153,503,0.2,0.172
8599,2020-06-24,asian,all,10293,0.076,829,0.15,0.157
8600,2020-06-24,black,0-17,178,0.017,0,0.0,0.054
8601,2020-06-24,black,18+,5794,0.047,519,0.094,0.061
8602,2020-06-24,black,18-34,1436,0.036,6,0.103,0.065
8603,2020-06-24,black,35-49,1317,0.039,20,0.073,0.059
8604,2020-06-24,black,50-64,1502,0.051,77,0.086,0.064
8605,2020-06-24,black,65-79,982,0.073,201,0.113,0.055
8606,2020-06-24,black,80+,557,0.078,215,0.085,0.048
8607,2020-06-24,black,all,5981,0.045,519,0.094,0.06
8608,2020-06-24,cdph-other,0-17,1948,0.19,0,0.0,0.0
8609,2020-06-24,cdph-other,18+,16088,0.13,51,0.009,0.0
8610,2020-06-24,cdph-other,18-34,6231,0.156,0,0.0,0.0
8611,2020-06-24,cdph-other,35-49,4665,0.137,0,0.0,0.0
8612,2020-06-24,cdph-other,50-64,3557,0.121,9,0.01,0.0
8613,2020-06-24,cdph-other,65-79,1184,0.088,18,0.01,0.0
8614,2020-06-24,cdph-other,80+,451,0.063,24,0.01,0.0
8615,2020-06-24,cdph-other,all,18038,0.134,51,0.009,0.0
8616,2020-06-24,latino,0-17,7059,0.6890000000000001,0,0.0,0.479
8617,2020-06-24,latino,18+,68929,0.556,2264,0.41,0.363
8618,2020-06-24,latino,18-34,24742,0.619,39,0.672,0.45
8619,2020-06-24,latino,35-49,20605,0.605,202,0.737,0.415
8620,2020-06-24,latino,50-64,15965,0.542,549,0.613,0.322
8621,2020-06-24,latino,65-79,5519,0.411,777,0.437,0.218
8622,2020-06-24,latino,80+,2098,0.293,697,0.277,0.196
8623,2020-06-24,latino,all,76036,0.5660000000000001,2265,0.41,0.389
8624,2020-06-24,other,0-17,66,0.006,0,0.0,0.044
8625,2020-06-24,other,18+,1117,0.009,56,0.01,0.022
8626,2020-06-24,other,18-34,364,0.009,2,0.034,0.032
8627,2020-06-24,other,35-49,294,0.009,6,0.022,0.021
8628,2020-06-24,other,50-64,276,0.01,8,0.009,0.017
8629,2020-06-24,other,65-79,115,0.009,16,0.009,0.015
8630,2020-06-24,other,80+,68,0.009,24,0.009,0.013
8631,2020-06-24,other,all,1183,0.009,56,0.01,0.027
8632,2020-06-24,white,0-17,744,0.073,0,0.0,0.292
8633,2020-06-24,white,18+,22103,0.178,1807,0.327,0.388
8634,2020-06-24,white,18-34,4948,0.124,7,0.121,0.302
8635,2020-06-24,white,35-49,4552,0.134,24,0.088,0.325
8636,2020-06-24,white,50-64,5507,0.187,167,0.187,0.43
8637,2020-06-24,white,65-79,4204,0.313,553,0.311,0.54
8638,2020-06-24,white,80+,2892,0.404,1056,0.419,0.5720000000000001
8639,2020-06-24,white,all,22871,0.17,1807,0.327,0.366
8640,2020-06-23,asian,0-17,247,0.025,0,0.0,0.13
8641,2020-06-23,asian,18+,9852,0.082,807,0.149,0.165
8642,2020-06-23,asian,18-34,2236,0.058,4,0.069,0.151
8643,2020-06-23,asian,35-49,2555,0.077,22,0.082,0.179
8644,2020-06-23,asian,50-64,2609,0.091,83,0.095,0.167
8645,2020-06-23,asian,65-79,1387,0.105,207,0.119,0.172
8646,2020-06-23,asian,80+,1065,0.152,491,0.198,0.172
8647,2020-06-23,asian,all,10109,0.077,807,0.149,0.157
8648,2020-06-23,black,0-17,173,0.017,0,0.0,0.054
8649,2020-06-23,black,18+,5664,0.047,511,0.094,0.061
8650,2020-06-23,black,18-34,1387,0.036,6,0.103,0.065
8651,2020-06-23,black,35-49,1285,0.039,20,0.074,0.059
8652,2020-06-23,black,50-64,1484,0.051,75,0.086,0.064
8653,2020-06-23,black,65-79,963,0.073,197,0.113,0.055
8654,2020-06-23,black,80+,545,0.077,213,0.086,0.048
8655,2020-06-23,black,all,5845,0.045,511,0.094,0.06
8656,2020-06-23,cdph-other,0-17,1952,0.197,0,0.0,0.0
8657,2020-06-23,cdph-other,18+,15975,0.132,50,0.009,0.0
8658,2020-06-23,cdph-other,18-34,6169,0.159,0,0.0,0.0
8659,2020-06-23,cdph-other,35-49,4638,0.14,0,0.0,0.0
8660,2020-06-23,cdph-other,50-64,3553,0.123,9,0.01,0.0
8661,2020-06-23,cdph-other,65-79,1171,0.089,18,0.01,0.0
8662,2020-06-23,cdph-other,80+,444,0.063,23,0.009,0.0
8663,2020-06-23,cdph-other,all,17930,0.137,50,0.009,0.0
8664,2020-06-23,latino,0-17,6694,0.676,0,0.0,0.479
8665,2020-06-23,latino,18+,66618,0.551,2224,0.41,0.363
8666,2020-06-23,latino,18-34,23814,0.614,39,0.672,0.45
8667,2020-06-23,latino,35-49,19873,0.6000000000000001,198,0.736,0.415
8668,2020-06-23,latino,50-64,15509,0.538,537,0.612,0.322
8669,2020-06-23,latino,65-79,5361,0.408,764,0.438,0.218
8670,2020-06-23,latino,80+,2061,0.293,686,0.277,0.196
8671,2020-06-23,latino,all,73357,0.56,2225,0.41,0.389
8672,2020-06-23,other,0-17,65,0.006,0,0.0,0.044
8673,2020-06-23,other,18+,1104,0.009,55,0.01,0.022
8674,2020-06-23,other,18-34,359,0.009,2,0.034,0.032
8675,2020-06-23,other,35-49,291,0.009,5,0.019,0.021
8676,2020-06-23,other,50-64,274,0.01,9,0.011,0.017
