Time,wht_git_case_count_cum,wht_git_case_pct_cum,wht_git_death_count_cum,wht_git_death_pct_cum,wht_calgov_case_count_cum,wht_calgov_case_pct_cum,wht_calgov_death_count_cum,wht_calgov_death_pct_cum,wht_calgov_case_count_daily,wht_calgov_case_count_daily_wkave,wht_calgov_case_pctchange_daily_wkave,wht_death_pctof_racepop,blk_git_case_count_cum,blk_git_case_pct_cum,blk_git_death_count_cum,blk_git_death_pct_cum,blk_calgov_case_count_cum,blk_calgov_case_pct_cum,blk_calgov_death_count_cum,blk_calgov_death_pct_cum,blk_calgov_case_count_daily,blk_calgov_case_count_daily_wkave,blk_calgov_case_pctchange_daily_wkave,blk_death_pctof_racepop,ltn_git_case_count_cum,ltn_git_case_pct_cum,ltn_git_death_count_cum,ltn_git_death_pct_cum,ltn_calgov_case_count_cum,ltn_calgov_case_pct_cum,ltn_calgov_death_count_cum,ltn_calgov_death_pct_cum,ltn_calgov_case_count_daily,ltn_calgov_case_count_daily_wkave,ltn_calgov_case_pctchange_daily_wkave,ltn_death_pctof_racepop,asn_git_case_count_cum,asn_git_case_pct_cum,asn_git_death_count_cum,asn_git_death_pct_cum,asn_calgov_case_count_cum,asn_calgov_case_pct_cum,asn_calgov_death_count_cum,asn_calgov_death_pct_cum,asn_calgov_case_count_daily,asn_calgov_case_count_daily_wkave,asn_calgov_case_pctchange_daily_wkave,asn_death_pctof_racepop,ntv_git_case_count_cum,ntv_git_case_pct_cum,ntv_git_death_count_cum,ntv_git_death_pct_cum,ntv_calgov_case_count_cum,ntv_calgov_case_pct_cum,ntv_calgov_death_count_cum,ntv_calgov_death_pct_cum,ntv_calgov_case_count_daily,ntv_calgov_case_count_daily_wkave,ntv_calgov_case_pctchange_daily_wkave,ntv_death_pctof_racepop,mlt_git_case_count_cum,mlt_git_case_pct_cum,mlt_git_death_count_cum,mlt_git_death_pct_cum,mlt_calgov_case_count_cum,mlt_calgov_case_pct_cum,mlt_calgov_death_count_cum,mlt_calgov_death_pct_cum,mlt_calgov_case_count_daily,mlt_calgov_case_count_daily_wkave,mlt_calgov_case_pctchange_daily_wkave,mlt_death_pctof_racepop,pcf_git_case_count_cum,pcf_git_case_pct_cum,pcf_git_death_count_cum,pcf_git_death_pct_cum,pcf_calgov_case_count_cum,pcf_calgov_case_pct_cum,pcf_calgov_death_count_cum,pcf_calgov_death_pct_cum,pcf_calgov_case_count_daily,pcf_calgov_case_count_daily_wkave,pcf_calgov_case_pctchange_daily_wkave,pcf_death_pctof_racepop,aks_npi_onset,aks_npi_description,haug_npi_type,haug_npi_type_sub,haug_npi_type_subsub,haug_npi_any_onset,alldta_npi_any_onset
22-Aug-2020,69364,0.366,3229,0.297,73561,16.8,3466,29.5,824,678,0.0152869218969052,5.73972799401174e-05,17496,0.06,875,0.08,18651,4.3,935,8,211,184.285714285714,-0.0153849188394792,9.71459800210775e-05,240925,0.389,5167,0.475,260163,59.6,5653,48.1,3486,3033.14285714286,0.0120828781731994,0.000223821920448579,24356,0.157,1361,0.125,23584,5.4,1394,11.9,285,251.285714285714,-0.0017040617585673,4.92507747492488e-05,NaN,NaN,NaN,NaN,1041,0.2,37,0.3,9,10.2857142857143,0,6.0377155967611e-05,NaN,NaN,NaN,NaN,3843,0.9,74,0.6,53,53.1428571428571,-0.0549157575961146,4.32966564361297e-05,NaN,NaN,NaN,NaN,2498,0.6,53,0.5,30,23.1428571428571,-0.0243914531241596,0.000211496975593249,NaN,,,,"",NaN,0
23-Aug-2020,69364,0.366,3229,0.297,74224,16.9,3470,29.5,663,694.285714285714,0.0237362798988308,4.61825201459925e-05,17496,0.06,875,0.08,18817,4.3,935,7.9,166,188.714285714286,0.0237468071666074,7.64276430497576e-05,240925,0.389,5167,0.475,262106,59.5,5666,48.1,1943,3025.85714285714,-0.00240492417799132,0.000124752149005045,24356,0.157,1361,0.125,23811,5.4,1399,11.9,227,257.571428571429,0.0247064784657596,3.92278100634367e-05,NaN,NaN,NaN,NaN,1051,0.2,37,0.3,10,10.4285714285714,0.0137933221323361,6.70857288529011e-05,NaN,NaN,NaN,NaN,3875,0.9,75,0.6,32,53.4285714285714,0.00536194314138516,2.61413774708707e-05,NaN,NaN,NaN,NaN,2510,0.6,54,0.5,12,23.1428571428571,0,8.45987902372996e-05,NaN,,,,"",NaN,0
24-Aug-2020,69364,0.366,3229,0.297,74797,16.9,3492,29.6,573,713,0.0265978525750699,3.99133997641836e-05,17496,0.06,875,0.08,18956,4.3,935,7.9,139,191.571428571429,0.0150265787593531,6.39966408669657e-05,240925,0.389,5167,0.475,263688,59.5,5686,48.1,1582,3014.42857142857,-0.00378412068794098,0.000101573803255781,24356,0.157,1361,0.125,23977,5.4,1402,11.9,166,261.428571428571,0.0148640226321488,2.86864161697379e-05,NaN,NaN,NaN,NaN,1061,0.2,37,0.3,10,10.5714285714286,0.0136056520557784,6.70857288529011e-05,NaN,NaN,NaN,NaN,3902,0.9,75,0.6,27,52.7142857142857,-0.0134591533740047,2.20567872410472e-05,NaN,NaN,NaN,NaN,2522,0.6,54,0.5,12,22.4285714285714,-0.0313505298840759,8.45987902372996e-05,NaN,,,,"",NaN,0
25-Aug-2020,69364,0.366,3229,0.297,75578,16.9,3549,29.6,781,723,0.0139278017444688,5.44020335354753e-05,17496,0.06,875,0.08,19168,4.3,945,7.9,212,193.714285714286,0.0111235852186624,9.7606387509329e-05,240925,0.389,5167,0.475,266430,59.5,5786,48.2,2742,2989.28571428571,-0.0083758163483818,0.000176052698184166,24356,0.157,1361,0.125,24252,5.4,1421,11.8,275,257.857142857143,-0.0137553750684853,4.7522677389626e-05,NaN,NaN,NaN,NaN,1075,0.2,38,0.3,14,10.2857142857143,-0.0273989741881144,9.39200203940616e-05,NaN,NaN,NaN,NaN,3949,0.9,76,0.6,47,51,-0.0330608622608879,3.83951481603414e-05,NaN,NaN,NaN,NaN,2548,0.6,54,0.4,26,21.4285714285714,-0.0456105112520522,0.000183297378847482,NaN,,,,"",NaN,0
26-Aug-2020,69364,0.366,3229,0.297,76255,16.9,3591,29.6,677,717.428571428571,-0.00773583149654744,4.71577166498294e-05,17496,0.06,875,0.08,19321,4.3,951,7.8,153,182.571428571429,-0.0592428335628608,7.04423457024874e-05,240925,0.389,5167,0.475,269683,59.7,5866,48.3,3253,2910,-0.0268813861368242,0.000208861935518998,24356,0.157,1361,0.125,24476,5.4,1440,11.9,224,248.428571428571,-0.0372503564126978,3.87093808555499e-05,NaN,NaN,NaN,NaN,1110,0.2,38,0.3,35,13.7142857142857,0.287682072451781,0.000234800050985154,NaN,NaN,NaN,NaN,4026,0.9,74,0.6,77,52.5714285714286,0.0303471563892916,6.29026895392827e-05,NaN,NaN,NaN,NaN,2569,0.6,52,0.4,21,20.4285714285714,-0.0477906638363486,0.000148047882915274,NaN,,,,"",NaN,0
27-Aug-2020,76976,0.366,3621,0.294,76976,16.9,3621,29.4,721,713.714285714286,-0.0051906684720624,5.02226199476027e-05,19495,0.06,956,0.078,19495,4.3,956,7.8,174,177.285714285714,-0.0293788497328729,8.011090295577e-05,273132,0.389,5957,0.484,273132,59.8,5957,48.4,3449,2862.14285714286,-0.0165824861506065,0.000221446300524139,27328,0.157,1514,0.123,24747,5.4,1462,11.9,271,246.285714285714,-0.00866306313064502,4.68314384457769e-05,NaN,NaN,NaN,NaN,1131,0.2,38,0.3,21,15.4285714285714,0.117783035656384,0.000140880030591092,NaN,NaN,NaN,NaN,4101,0.9,76,0.6,75,53,0.0081191244385046,6.12688534473533e-05,NaN,NaN,NaN,NaN,2581,0.6,52,0.4,12,19.4285714285714,-0.0501897445238555,8.45987902372996e-05,NaN,,,,"",NaN,0
28-Aug-2020,77747,0.366,3655,0.295,77747,16.9,3655,29.5,771,715.714285714286,0.00279832283344206,5.37054646041632e-05,19680,0.06,966,0.078,19680,4.3,966,7.8,185,177.142857142857,-0.000806126605524149,8.51753853265371e-05,276628,0.389,5999,0.484,276268,59.9,5999,48.4,3136,2798.71428571429,-0.0224104669822127,0.000201349840082256,27599,0.157,1523,0.123,24997,5.4,1471,11.9,250,242.571428571429,-0.0151960843523451,4.32024339905691e-05,NaN,NaN,NaN,NaN,1147,0.2,38,0.3,16,16.4285714285714,0.0628009012390303,0.000107337166164642,NaN,NaN,NaN,NaN,4171,0.9,76,0.6,70,54.4285714285714,0.0265973125192658,5.71842632175298e-05,NaN,NaN,NaN,NaN,2602,0.6,52,0.4,21,19.1428571428571,-0.0148150857851403,0.000148047882915274,NaN,,,,"",NaN,0
29-Aug-2020,78587,0.366,3702,0.295,78587,16.9,3702,29.5,840,718,0.00318852402462699,5.85117902302167e-05,19874,0.06,975,0.078,19874,4.3,975,7.8,194,174.714285714286,-0.0138045229119106,8.93190527208011e-05,279244,0.389,6076,0.484,279244,59.9,6076,48.4,2976,2725.85714285714,-0.0263772015576897,0.000191076889057651,27924,0.157,1539,0.122,25300,5.4,1486,11.8,303,245.142857142857,0.0105449131766147,5.23613499965697e-05,NaN,NaN,NaN,NaN,1156,0.2,40,0.3,9,16.4285714285714,0,6.0377155967611e-05,NaN,NaN,NaN,NaN,4243,0.9,77,0.6,72,57.1428571428571,0.0486651719812805,5.88180993094592e-05,NaN,NaN,NaN,NaN,2624,0.6,53,0.4,22,18,-0.0615578929994336,0.000155097782101716,NaN,,,,"",NaN,0
30-Aug-2020,79056,0.366,3703,0.295,79056,16.9,3703,29.5,469,690.285714285714,-0.0393639784888862,3.26690828785377e-05,19978,0.06,975,0.078,19978,4.3,975,7.8,104,165.857142857143,-0.0520251539892804,4.78823787781614e-05,281216,0.389,6083,0.484,281216,60,6083,48.4,1972,2730,0.00151868270397681,0.000126614121378255,28094,0.157,1540,0.122,25464,5.4,1485,11.8,164,236.142857142857,-0.0374041822268838,2.83407966978133e-05,NaN,NaN,NaN,NaN,1158,0.2,40,0.3,2,15.2857142857143,-0.072103293901344,1.34171457705802e-05,NaN,NaN,NaN,NaN,4315,0.9,77,0.6,72,62.8571428571429,0.0953101798043257,5.88180993094592e-05,NaN,NaN,NaN,NaN,2630,0.6,55,0.4,6,17.1428571428571,-0.0487901641694317,4.22993951186498e-05,NaN,,,,"",NaN,0
31-Aug-2020,79526,0.366,3716,0.295,79526,16.9,3716,29.5,470,675.571428571429,-0.0215466969707752,3.27387397716689e-05,20098,0.06,979,0.078,20098,4.3,979,7.8,120,163.142857142857,-0.0165005914819361,5.52488985901862e-05,282690,0.389,6110,0.484,282690,60,6110,48.4,1474,2714.57142857143,-0.0056675214676245,9.46395613141724e-05,28228,0.157,1543,0.122,25585,5.4,1488,11.8,121,229.714285714286,-0.027600648082112,2.09099780514354e-05,NaN,NaN,NaN,NaN,1162,0.2,41,0.3,4,14.4285714285714,-0.0577083176206465,2.68342915411604e-05,NaN,NaN,NaN,NaN,4340,0.9,77,0.6,25,62.5714285714286,-0.00455581653586101,2.04229511491178e-05,NaN,NaN,NaN,NaN,2643,0.6,55,0.4,13,17.2857142857143,0.00829880281469508,9.16486894237412e-05,NaN,,,,"",NaN,0
01-Sep-2020,80166,0.366,3773,0.295,80166,16.9,3773,29.5,640,655.428571428571,-0.0302695643946143,4.45804116039746e-05,20245,0.06,996,0.078,20245,4.3,996,7.8,147,153.857142857143,-0.0586017130595673,6.76799007729781e-05,284716,0.389,6206,0.485,284716,60,6206,48.5,2026,2612.28571428571,-0.0384084970423224,0.000130081242349059,28476,0.157,1560,0.122,25812,5.4,1504,11.8,227,222.857142857143,-0.0303053494953289,3.92278100634367e-05,NaN,NaN,NaN,NaN,1174,0.2,41,0.3,12,14.1428571428571,-0.0200006667066699,8.05028746234813e-05,NaN,NaN,NaN,NaN,4377,0.9,77,0.6,37,61.1428571428571,-0.0230957147946498,3.02259677006943e-05,NaN,NaN,NaN,NaN,2664,0.6,56,0.4,21,16.5714285714286,-0.0422003544903764,0.000148047882915274,NaN,,,,"",NaN,0
02-Sep-2020,80882,0.366,3811,0.294,80882,16.9,3811,29.4,716,661,0.00846451065773834,4.98743354819466e-05,20440,0.06,1007,0.078,20440,4.3,1007,7.8,195,159.857142857143,0.0382560311555364,8.97794602090526e-05,288009,0.389,6280,0.485,288009,60.1,6280,48.5,3293,2618,0.00218507680078606,0.000211430173275149,28773,0.157,1585,0.122,26090,5.4,1528,11.8,278,230.571428571429,0.0340297485863115,4.80411065975128e-05,NaN,NaN,NaN,NaN,1188,0.2,41,0.3,14,11.1428571428571,-0.238411023444998,9.39200203940616e-05,NaN,NaN,NaN,NaN,4463,0.9,82,0.6,86,62.4285714285714,0.0208099995137934,7.02549519529651e-05,NaN,NaN,NaN,NaN,2683,0.6,57,0.4,19,16.2857142857143,-0.0173917427118693,0.000133948084542391,NaN,,,,"",NaN,0
03-Sep-2020,81675,0.366,3862,0.294,81675,16.9,3862,29.4,793,671.285714285714,0.0154410101958158,5.52379162530498e-05,20631,0.06,1019,0.078,20631,4.3,1019,7.8,191,162.285714285714,0.015077890969172,8.79378302560464e-05,291111,0.389,6353,0.484,291111,60.2,6353,48.4,3102,2568.42857142857,-0.0191164063988634,0.000199166837989527,29088,0.157,1606,0.122,26369,5.5,1549,11.8,279,231.714285714286,0.00494438584546408,4.82139163334751e-05,NaN,NaN,NaN,NaN,1201,0.2,41,0.3,13,10,-0.108213584640232,8.72114475087715e-05,NaN,NaN,NaN,NaN,4559,0.9,84,0.6,96,65.4285714285714,0.0469359890185954,7.84241324126122e-05,NaN,NaN,NaN,NaN,2719,0.6,57,0.4,36,19.7142857142857,0.191055236762709,0.000253796370711899,NaN,,,,"",NaN,0
04-Sep-2020,82440,0.366,3918,0.295,82440,16.9,3918,29.5,765,670.428571428571,-0.00127768330839828,5.32875232453759e-05,20863,0.06,1028,0.077,20863,4.3,1028,7.7,232,169,0.0405402646972899,0.00010681453727436,294449,0.389,6430,0.484,294449,60.3,6430,48.4,3338,2597.28571428571,0.0111726825929779,0.000214319440750819,29366,0.157,1619,0.121,26634,5.5,1560,11.7,265,233.857142857143,0.00920534269577633,4.57945800300032e-05,NaN,NaN,NaN,NaN,1210,0.2,40,0.3,9,9,-0.105360515657826,6.0377155967611e-05,NaN,NaN,NaN,NaN,4650,1,88,0.7,91,68.4285714285714,0.0448314132967296,7.43395421827887e-05,NaN,NaN,NaN,NaN,2732,0.6,59,0.4,13,18.5714285714286,-0.059719234701622,9.16486894237412e-05,NaN,,,,"",NaN,0
05-Sep-2020,83259,0.366,3954,0.295,83259,16.9,3954,29.5,819,667.428571428571,-0.00448479128635437,5.70489954744613e-05,21102,0.06,1038,0.077,21102,4.3,1038,7.7,239,175.428571428571,0.0373332447287007,0.000110037389692121,297838,0.389,6488,0.484,297838,60.4,6488,48.4,3389,2656.28571428571,0.0224618552965303,0.000217593943889912,29635,0.157,1631,0.121,26887,5.5,1572,11.7,253,226.714285714286,-0.0310198568447255,4.37208631984559e-05,NaN,NaN,NaN,NaN,1230,0.2,39,0.3,20,10.5714285714286,0.160930366812637,0.000134171457705802,NaN,NaN,NaN,NaN,4732,1,87,0.6,82,69.8571428571428,0.0206618920639574,6.69872797691063e-05,NaN,NaN,NaN,NaN,2748,0.6,59,0.4,16,17.7142857142857,-0.0472528848505456,0.000112798386983066,NaN,,,,"",NaN,0
06-Sep-2020,83745,0.366,3952,0.295,83745,16.9,3952,29.5,486,669.857142857143,0.00363209458152269,3.38532500617683e-05,21216,0.06,1035,0.077,21216,4.3,1035,7.7,114,176.857142857143,0.00811034453745396,5.24864536606769e-05,299981,0.389,6501,0.485,299981,60.5,6501,48.5,2143,2680.71428571429,0.00915448455331802,0.000137593337785802,29818,0.157,1633,0.121,27060,5.5,1575,11.7,173,228,0.00565505748334516,2.98960843214738e-05,NaN,NaN,NaN,NaN,1232,0.2,39,0.3,2,10.5714285714286,0,1.34171457705802e-05,NaN,NaN,NaN,NaN,4789,1,87,0.6,57,67.7142857142857,-0.0311551677797954,4.65643286199885e-05,NaN,NaN,NaN,NaN,2758,0.6,58,0.4,10,18.2857142857143,0.0317486983145803,7.04989918644163e-05,NaN,,,,"",NaN,0
07-Sep-2020,83745,0.366,3952,0.295,84121,16.9,3971,29.5,376,656.428571428571,-0.0202505842997986,2.61909918173351e-05,21216,0.06,1035,0.077,21305,4.3,1039,7.7,89,172.428571428571,-0.02535923214701,4.09762664543881e-05,299981,0.389,6501,0.485,301026,60.5,6520,48.4,1045,2619.42857142857,-0.0231270920546551,6.70952113794506e-05,29818,0.157,1633,0.121,27177,5.5,1579,11.7,117,227.428571428571,-0.00250941160542606,2.02187391075863e-05,NaN,NaN,NaN,NaN,1235,0.2,39,0.3,3,10.4285714285714,-0.0136056520557784,2.01257186558703e-05,NaN,NaN,NaN,NaN,4811,1,89,0.7,22,67.2857142857143,-0.0063492276786592,1.79721970112236e-05,NaN,NaN,NaN,NaN,2766,0.6,59,0.4,8,17.5714285714286,-0.0398459085471998,5.63991934915331e-05,NaN,,,,"",NaN,0
08-Sep-2020,84646,0.366,4019,0.296,84646,16.9,4019,29.6,525,640,-0.0253457093807565,3.65698688938855e-05,21434,0.06,1049,0.077,21434,4.3,1049,7.7,129,169.857142857143,-0.01502532440675,5.93925659844502e-05,303310,0.389,6583,0.485,303310,60.5,6583,48.5,2284,2656.28571428571,0.0139726075013371,0.000146646375876235,30113,0.157,1646,0.121,27335,5.5,1587,11.7,158,217.571428571429,-0.0443090135091664,2.73039382820397e-05,NaN,NaN,NaN,NaN,1247,0.2,41,0.3,12,10.4285714285714,-4.44089209850063e-16,8.05028746234813e-05,NaN,NaN,NaN,NaN,4846,1,90,0.7,35,67,-0.00425532557013852,2.85921316087649e-05,NaN,NaN,NaN,NaN,2778,0.6,59,0.4,12,16.2857142857143,-0.0759859069779218,8.45987902372996e-05,NaN,,,,"",NaN,0
09-Sep-2020,85124,0.366,4045,0.295,85124,16.9,4045,29.5,478,606,-0.0545881902844032,3.32959949167186e-05,21575,0.06,1059,0.077,21575,4.3,1059,7.7,141,162.142857142857,-0.0464799667752782,6.49174558434688e-05,305364,0.389,6637,0.485,305364,60.6,6637,48.5,2054,2479.28571428571,-0.0689582987199167,0.000131879008778365,30330,0.157,1656,0.121,27534,5.5,1597,11.7,199,206.285714285714,-0.0532650334423908,3.4389137456493e-05,NaN,NaN,NaN,NaN,1252,0.2,41,0.3,5,9.14285714285714,-0.131576357788719,3.35428644264506e-05,NaN,NaN,NaN,NaN,4883,1,94,0.7,37,60,-0.110348057168865,3.02259677006943e-05,NaN,NaN,NaN,NaN,2796,0.6,59,0.4,18,16.1428571428571,-0.00881062968215529,0.000126898185355949,NaN,,,,"",NaN,0
10-Sep-2020,85834,0.366,4088,0.296,85834,16.9,4088,29.6,710,594.142857142857,-0.0197601953817159,4.94563941231594e-05,21724,0.06,1068,0.077,21724,4.3,1068,7.7,149,156.142857142857,-0.0377064417389645,6.86007157494812e-05,308367,0.389,6686,0.484,308367,60.7,6686,48.4,3003,2465.14285714286,-0.00572074022689417,0.000192810449543053,30603,0.157,1667,0.12,27797,5.5,1606,11.6,263,204,-0.0111421765532418,4.54489605580787e-05,NaN,NaN,NaN,NaN,1266,0.2,41,0.3,14,9.28571428571428,0.0155041865359653,9.39200203940616e-05,NaN,NaN,NaN,NaN,4991,1,96,0.7,108,61.7142857142857,0.0281708769666968,8.82271489641888e-05,NaN,NaN,NaN,NaN,2806,0.6,61,0.4,10,12.4285714285714,-0.261479700057757,7.04989918644163e-05,NaN,,,,"",NaN,0
11-Sep-2020,86555,0.366,4136,0.297,86555,16.9,4136,29.7,721,587.857142857143,-0.0106358266317415,5.02226199476027e-05,21889,0.06,1072,0.077,21889,4.3,1072,7.7,165,146.571428571429,-0.0632584624458241,7.59672355615061e-05,311044,0.389,6761,0.486,311044,60.7,6761,48.6,2677,2370.71428571429,-0.039058463914917,0.00017187931183042,30935,0.157,1700,0.122,28117,5.5,1644,11.8,320,211.857142857143,0.0377921992384023,5.52991155079284e-05,NaN,NaN,NaN,NaN,1280,0.2,41,0.3,14,10,0.0741079721537221,9.39200203940616e-05,NaN,NaN,NaN,NaN,5071,1,97,0.7,80,60.1428571428571,-0.0257927545617296,6.53534436771769e-05,NaN,NaN,NaN,NaN,2818,0.6,56,0.4,12,12.2857142857143,-0.0115608224010759,8.45987902372996e-05,NaN,,,,"",NaN,0
12-Sep-2020,87284,0.366,4165,0.297,87284,16.9,4165,29.7,729,575,-0.0221139232585061,5.07798750926524e-05,22091,0.06,1092,0.078,22091,4.3,1092,7.8,202,141.285714285714,-0.0367286941080023,9.30023126268135e-05,313582,0.389,6824,0.486,313582,60.8,6824,48.6,2538,2249.14285714286,-0.0526421048620405,0.000162954685627795,31172,0.157,1710,0.122,28330,5.5,1654,11.8,213,206.142857142857,-0.0273427833640607,3.68084737599649e-05,NaN,NaN,NaN,NaN,1291,0.3,42,0.3,11,8.71428571428571,-0.137621377876048,7.37943017381912e-05,NaN,NaN,NaN,NaN,5148,1,98,0.7,77,59.4285714285714,-0.0119475734211179,6.29026895392827e-05,NaN,NaN,NaN,NaN,2842,0.6,56,0.4,24,13.4285714285714,0.088947486016496,0.000169197580474599,NaN,,,,"",NaN,0
13-Sep-2020,87683,0.366,4164,0.297,87683,16.9,4164,29.7,399,562.571428571429,-0.0218519306535931,2.77931003593529e-05,22166,0.06,1091,0.078,22166,4.3,1091,7.8,75,135.714285714286,-0.0402323470281258,3.45305616188664e-05,315026,0.389,6824,0.486,315026,60.8,6824,48.6,1444,2149.28571428571,-0.0454136302278894,9.2713382997059e-05,31354,0.157,1711,0.122,28499,5.5,1654,11.8,169,205.571428571429,-0.00277585188650331,2.92048453776247e-05,NaN,NaN,NaN,NaN,1297,0.3,42,0.3,6,9.28571428571429,0.0635134057223259,4.02514373117407e-05,NaN,NaN,NaN,NaN,5212,1,98,0.7,64,60.4285714285714,0.0166869187850143,5.22827549417415e-05,NaN,NaN,NaN,NaN,2855,0.6,57,0.4,13,13.8571428571429,0.031416196233379,9.16486894237412e-05,NaN,,,,"",NaN,0
14-Sep-2020,87952,0.366,4182,0.297,87952,16.9,4182,29.7,269,547.285714285714,-0.0275471144984216,1.87377042522956e-05,22216,0.06,1090,0.077,22216,4.3,1090,7.7,50,130.142857142857,-0.0419190873346285,2.30203744125776e-05,315777,0.389,6850,0.486,315777,60.8,6850,48.6,751,2107.28571428571,-0.0197348329840965,4.82186638717391e-05,31442,0.157,1713,0.122,28576,5.5,1656,11.8,77,199.857142857143,-0.0281907322218862,1.33063496690953e-05,NaN,NaN,NaN,NaN,1297,0.2,42,0.3,0,8.85714285714286,-0.0472528848505456,0,NaN,NaN,NaN,NaN,5211,1,99,0.7,0,57.2857142857143,-0.0534107517397082,0,NaN,NaN,NaN,NaN,2866,0.6,57,0.4,11,14.2857142857143,0.0304592074847085,7.7548891050858e-05,NaN,,,,"",NaN,0
15-Sep-2020,88615,0.366,4243,0.297,88615,16.9,4243,29.7,663,567,0.0353883080824158,4.61825201459925e-05,22345,0.06,1101,0.077,22345,4.3,1101,7.7,129,130.142857142857,0,5.93925659844502e-05,318025,0.389,6939,0.486,318025,60.8,6939,48.6,2248,2102.14285714286,-0.0024434954124759,0.000144334961895698,31647,0.157,1731,0.121,28773,5.5,1673,11.7,197,205.428571428571,0.0274955636155108,3.40435179845684e-05,NaN,NaN,NaN,NaN,1315,0.3,42,0.3,18,9.71428571428571,0.0923733201310153,0.000120754311935222,NaN,NaN,NaN,NaN,5273,1,98,0.7,62,61.1428571428571,0.0651617682752272,5.06489188498121e-05,NaN,NaN,NaN,NaN,2874,0.5,58,0.4,8,13.7142857142857,-0.0408219945202553,5.63991934915331e-05,NaN,,,,"",NaN,0
16-Sep-2020,89200,0.366,4281,0.298,89200,16.9,4281,29.8,585,582.285714285714,0.0266019415595506,4.07492824817581e-05,22454,0.06,1113,0.078,22454,4.3,1113,7.8,109,125.571428571429,-0.0357579995747814,5.01844162194192e-05,320694,0.389,6967,0.485,320694,60.9,6967,48.5,2669,2190,0.0409443111982872,0.00017136566427919,31878,0.157,1742,0.121,28994,5.5,1683,11.7,221,208.571428571429,0.0151831764213899,3.81909516476631e-05,NaN,NaN,NaN,NaN,1340,0.3,42,0.3,25,12.5714285714286,0.257829109302099,0.000167714322132253,NaN,NaN,NaN,NaN,5366,1,98,0.7,93,69.1428571428571,0.122961711134836,7.59733782747181e-05,NaN,NaN,NaN,NaN,2884,0.5,59,0.4,10,12.5714285714286,-0.0870113769896297,7.04989918644163e-05,NaN,,,,"",NaN,0
17-Sep-2020,89819,0.366,4316,0.298,89819,16.9,4316,29.8,619,569.285714285714,-0.0225788031183001,4.31176168482192e-05,22592,0.06,1113,0.077,22592,4.3,1113,7.7,138,124,-0.0125931830248263,6.35362333787142e-05,323301,0.389,7011,0.485,323301,61,7011,48.5,2607,2133.42857142857,-0.0261712002702135,0.000167384895757156,32125,0.157,1761,0.122,29228,5.5,1700,11.8,234,204.428571428571,-0.0200629351459316,4.04374782151727e-05,NaN,NaN,NaN,NaN,1358,0.3,45,0.3,18,13.1428571428571,0.0444517625708341,0.000120754311935222,NaN,NaN,NaN,NaN,5434,1,98,0.7,68,63.4285714285714,-0.0862603442844074,5.55504271256003e-05,NaN,NaN,NaN,NaN,2897,0.5,61,0.4,13,13,0.0335226920386438,9.16486894237412e-05,NaN,,,,"",NaN,0
18-Sep-2020,89819,0.366,4316,0.298,90580,17,4338,29.7,761,575,0.00998759862834842,5.30088956728511e-05,22592,0.06,1113,0.077,22772,4.3,1122,7.7,180,126.142857142857,0.0171334859436092,8.28733478852793e-05,323301,0.389,7011,0.485,325950,61,7087,48.6,2649,2129.42857142857,-0.00187667615400766,0.000170081545401114,32125,0.157,1761,0.122,29445,5.5,1712,11.7,217,189.714285714286,-0.0746994495200717,3.7499712703814e-05,NaN,NaN,NaN,NaN,1373,0.3,46,0.3,15,13.2857142857143,0.0108109161042154,0.000100628593279352,NaN,NaN,NaN,NaN,5491,1,101,0.7,57,60.1428571428571,-0.0531917287498436,4.65643286199885e-05,NaN,NaN,NaN,NaN,2918,0.5,62,0.4,21,14.2857142857143,0.0943106794712412,0.000148047882915274,NaN,,,,"",NaN,0
19-Sep-2020,91202,0.366,4369,0.298,91202,17,4369,29.8,622,559.714285714286,-0.0269435913481777,4.33265875276129e-05,22921,0.06,1134,0.077,22921,4.3,1134,7.7,149,118.571428571429,-0.0618994998133164,6.86007157494812e-05,328275,0.389,7120,0.485,328275,61.1,7120,48.5,2325,2099,-0.0143926265656926,0.00014927881957629,32585,0.157,1782,0.121,29647,5.5,1717,11.7,202,188.142857142857,-0.00831762829309746,3.49075666643798e-05,NaN,NaN,NaN,NaN,1378,0.3,45,0.3,5,12.4285714285714,-0.0666913744986721,3.35428644264506e-05,NaN,NaN,NaN,NaN,5547,1,103,0.7,56,57.1428571428571,-0.0511682865743994,4.57474105740238e-05,NaN,NaN,NaN,NaN,2938,0.5,65,0.4,20,13.7142857142857,-0.0408219945202548,0.000140997983728833,NaN,,,,"",NaN,0
20-Sep-2020,91656,0.366,4382,0.298,91656,17,4382,29.8,454,567.571428571429,0.0139401573101123,3.16242294815695e-05,23014,0.06,1138,0.077,23014,4.3,1138,7.7,93,121.142857142857,0.0214549350012598,4.28178964073943e-05,329643,0.389,7125,0.485,329643,61.1,7125,48.5,1368,2088.14285714286,-0.0051859549866542,8.78337312603717e-05,32736,0.157,1786,0.121,29790,5.5,1720,11.7,143,184.428571428571,-0.019939310896639,2.47117922426055e-05,NaN,NaN,NaN,NaN,1386,0.3,45,0.3,8,12.7142857142857,0.0227282510775559,5.36685830823209e-05,NaN,NaN,NaN,NaN,5603,1,103,0.7,56,56,-0.0202027073175186,4.57474105740238e-05,NaN,NaN,NaN,NaN,2946,0.5,66,0.4,8,13,-0.0534886849509864,5.63991934915331e-05,NaN,,,,"",NaN,0
