,date,county,fips,tier
0,2021-06-15,Alameda,1,4
1,2021-06-15,Alpine,3,4
2,2021-06-15,Amador,5,4
3,2021-06-15,Butte,7,3
4,2021-06-15,Calaveras,9,3
5,2021-06-15,Colusa,11,3
6,2021-06-15,Contra Costa,13,3
7,2021-06-15,Del Norte,15,3
8,2021-06-15,El Dorado,17,3
9,2021-06-15,Fresno,19,3
10,2021-06-15,Glenn,21,4
11,2021-06-15,Humboldt,23,3
12,2021-06-15,Imperial,25,3
13,2021-06-15,Inyo,27,4
14,2021-06-15,Kern,29,3
15,2021-06-15,Kings,31,3
16,2021-06-15,Lake,33,3
17,2021-06-15,Lassen,35,4
18,2021-06-15,Los Angeles,37,4
19,2021-06-15,Madera,39,3
20,2021-06-15,Marin,41,4
21,2021-06-15,Mariposa,43,4
22,2021-06-15,Mendocino,45,4
23,2021-06-15,Merced,47,3
24,2021-06-15,Modoc,49,3
25,2021-06-15,Mono,51,4
26,2021-06-15,Monterey,53,4
27,2021-06-15,Napa,55,4
28,2021-06-15,Nevada,57,3
29,2021-06-15,Orange,59,4
30,2021-06-15,Placer,61,3
31,2021-06-15,Plumas,63,3
32,2021-06-15,Riverside,65,4
33,2021-06-15,Sacramento,67,3
34,2021-06-15,San Benito,69,4
35,2021-06-15,San Bernardino,71,4
36,2021-06-15,San Diego,73,4
37,2021-06-15,San Francisco,75,4
38,2021-06-15,San Joaquin,77,3
39,2021-06-15,San Luis Obispo,79,4
40,2021-06-15,San Mateo,81,4
41,2021-06-15,Santa Barbara,83,4
42,2021-06-15,Santa Clara,85,4
43,2021-06-15,Santa Cruz,87,4
44,2021-06-15,Shasta,89,3
45,2021-06-15,Sierra,91,4
46,2021-06-15,Siskiyou,93,3
47,2021-06-15,Solano,95,3
48,2021-06-15,Sonoma,97,3
49,2021-06-15,Stanislaus,99,3
50,2021-06-15,Sutter,101,3
51,2021-06-15,Tehama,103,3
52,2021-06-15,Trinity,105,4
53,2021-06-15,Tulare,107,4
54,2021-06-15,Tuolumne,109,3
55,2021-06-15,Ventura,111,4
56,2021-06-15,Yolo,113,4
57,2021-06-15,Yuba,115,2
58,2021-06-14,Alameda,1,4
59,2021-06-14,Alpine,3,4
60,2021-06-14,Amador,5,4
61,2021-06-14,Butte,7,3
62,2021-06-14,Calaveras,9,3
63,2021-06-14,Colusa,11,3
64,2021-06-14,Contra Costa,13,3
65,2021-06-14,Del Norte,15,2
66,2021-06-14,El Dorado,17,3
67,2021-06-14,Fresno,19,3
68,2021-06-14,Glenn,21,3
69,2021-06-14,Humboldt,23,3
70,2021-06-14,Imperial,25,3
71,2021-06-14,Inyo,27,4
72,2021-06-14,Kern,29,3
73,2021-06-14,Kings,31,3
74,2021-06-14,Lake,33,3
75,2021-06-14,Lassen,35,4
76,2021-06-14,Los Angeles,37,4
77,2021-06-14,Madera,39,3
78,2021-06-14,Marin,41,4
79,2021-06-14,Mariposa,43,4
80,2021-06-14,Mendocino,45,4
81,2021-06-14,Merced,47,3
82,2021-06-14,Modoc,49,3
83,2021-06-14,Mono,51,4
84,2021-06-14,Monterey,53,4
85,2021-06-14,Napa,55,4
86,2021-06-14,Nevada,57,3
87,2021-06-14,Orange,59,4
88,2021-06-14,Placer,61,3
89,2021-06-14,Plumas,63,3
90,2021-06-14,Riverside,65,3
91,2021-06-14,Sacramento,67,3
92,2021-06-14,San Benito,69,4
93,2021-06-14,San Bernardino,71,3
94,2021-06-14,San Diego,73,4
95,2021-06-14,San Francisco,75,4
96,2021-06-14,San Joaquin,77,3
97,2021-06-14,San Luis Obispo,79,4
98,2021-06-14,San Mateo,81,4
99,2021-06-14,Santa Barbara,83,4
100,2021-06-14,Santa Clara,85,4
101,2021-06-14,Santa Cruz,87,4
102,2021-06-14,Shasta,89,2
103,2021-06-14,Sierra,91,4
104,2021-06-14,Siskiyou,93,3
105,2021-06-14,Solano,95,3
106,2021-06-14,Sonoma,97,3
107,2021-06-14,Stanislaus,99,3
108,2021-06-14,Sutter,101,3
109,2021-06-14,Tehama,103,3
110,2021-06-14,Trinity,105,4
111,2021-06-14,Tulare,107,3
112,2021-06-14,Tuolumne,109,3
113,2021-06-14,Ventura,111,4
114,2021-06-14,Yolo,113,3
115,2021-06-14,Yuba,115,2
116,2021-06-07,Alameda,1,3
117,2021-06-07,Alpine,3,4
118,2021-06-07,Amador,5,4
119,2021-06-07,Butte,7,3
120,2021-06-07,Calaveras,9,3
121,2021-06-07,Colusa,11,3
122,2021-06-07,Contra Costa,13,3
123,2021-06-07,Del Norte,15,2
124,2021-06-07,El Dorado,17,3
125,2021-06-07,Fresno,19,3
126,2021-06-07,Glenn,21,3
127,2021-06-07,Humboldt,23,3
128,2021-06-07,Imperial,25,3
129,2021-06-07,Inyo,27,4
130,2021-06-07,Kern,29,3
131,2021-06-07,Kings,31,3
132,2021-06-07,Lake,33,3
133,2021-06-07,Lassen,35,4
134,2021-06-07,Los Angeles,37,4
135,2021-06-07,Madera,39,3
136,2021-06-07,Marin,41,4
137,2021-06-07,Mariposa,43,4
138,2021-06-07,Mendocino,45,4
139,2021-06-07,Merced,47,3
140,2021-06-07,Modoc,49,3
141,2021-06-07,Mono,51,4
142,2021-06-07,Monterey,53,4
143,2021-06-07,Napa,55,3
144,2021-06-07,Nevada,57,3
145,2021-06-07,Orange,59,4
146,2021-06-07,Placer,61,3
147,2021-06-07,Plumas,63,3
148,2021-06-07,Riverside,65,3
149,2021-06-07,Sacramento,67,3
150,2021-06-07,San Benito,69,4
151,2021-06-07,San Bernardino,71,3
152,2021-06-07,San Diego,73,3
153,2021-06-07,San Francisco,75,4
154,2021-06-07,San Joaquin,77,3
155,2021-06-07,San Luis Obispo,79,3
156,2021-06-07,San Mateo,81,4
157,2021-06-07,Santa Barbara,83,3
158,2021-06-07,Santa Clara,85,4
159,2021-06-07,Santa Cruz,87,4
160,2021-06-07,Shasta,89,2
161,2021-06-07,Sierra,91,4
162,2021-06-07,Siskiyou,93,3
163,2021-06-07,Solano,95,3
164,2021-06-07,Sonoma,97,3
165,2021-06-07,Stanislaus,99,2
166,2021-06-07,Sutter,101,3
167,2021-06-07,Tehama,103,3
168,2021-06-07,Trinity,105,4
169,2021-06-07,Tulare,107,3
170,2021-06-07,Tuolumne,109,3
171,2021-06-07,Ventura,111,4
172,2021-06-07,Yolo,113,3
173,2021-06-07,Yuba,115,2
174,2021-05-31,Alameda,1,3
175,2021-05-31,Alpine,3,4
176,2021-05-31,Amador,5,4
177,2021-05-31,Butte,7,3
178,2021-05-31,Calaveras,9,3
179,2021-05-31,Colusa,11,3
180,2021-05-31,Contra Costa,13,3
181,2021-05-31,Del Norte,15,2
182,2021-05-31,El Dorado,17,3
183,2021-05-31,Fresno,19,3
184,2021-05-31,Glenn,21,3
185,2021-05-31,Humboldt,23,3
186,2021-05-31,Imperial,25,3
187,2021-05-31,Inyo,27,4
188,2021-05-31,Kern,29,3
189,2021-05-31,Kings,31,3
190,2021-05-31,Lake,33,3
191,2021-05-31,Lassen,35,4
192,2021-05-31,Los Angeles,37,4
193,2021-05-31,Madera,39,3
194,2021-05-31,Marin,41,3
195,2021-05-31,Mariposa,43,4
196,2021-05-31,Mendocino,45,4
197,2021-05-31,Merced,47,3
198,2021-05-31,Modoc,49,3
199,2021-05-31,Mono,51,4
200,2021-05-31,Monterey,53,3
201,2021-05-31,Napa,55,3
202,2021-05-31,Nevada,57,2
203,2021-05-31,Orange,59,4
204,2021-05-31,Placer,61,3
205,2021-05-31,Plumas,63,3
206,2021-05-31,Riverside,65,3
207,2021-05-31,Sacramento,67,2
208,2021-05-31,San Benito,69,3
209,2021-05-31,San Bernardino,71,3
210,2021-05-31,San Diego,73,3
211,2021-05-31,San Francisco,75,4
212,2021-05-31,San Joaquin,77,2
213,2021-05-31,San Luis Obispo,79,3
214,2021-05-31,San Mateo,81,4
215,2021-05-31,Santa Barbara,83,3
216,2021-05-31,Santa Clara,85,4
217,2021-05-31,Santa Cruz,87,4
218,2021-05-31,Shasta,89,2
219,2021-05-31,Sierra,91,4
220,2021-05-31,Siskiyou,93,3
221,2021-05-31,Solano,95,2
222,2021-05-31,Sonoma,97,3
223,2021-05-31,Stanislaus,99,2
224,2021-05-31,Sutter,101,3
225,2021-05-31,Tehama,103,3
226,2021-05-31,Trinity,105,4
227,2021-05-31,Tulare,107,3
228,2021-05-31,Tuolumne,109,3
229,2021-05-31,Ventura,111,3
230,2021-05-31,Yolo,113,3
231,2021-05-31,Yuba,115,2
232,2021-05-24,Alameda,1,3
233,2021-05-24,Alpine,3,4
234,2021-05-24,Amador,5,4
235,2021-05-24,Butte,7,3
236,2021-05-24,Calaveras,9,3
237,2021-05-24,Colusa,11,3
238,2021-05-24,Contra Costa,13,3
239,2021-05-24,Del Norte,15,2
240,2021-05-24,El Dorado,17,3
241,2021-05-24,Fresno,19,3
242,2021-05-24,Glenn,21,3
243,2021-05-24,Humboldt,23,3
244,2021-05-24,Imperial,25,3
245,2021-05-24,Inyo,27,3
246,2021-05-24,Kern,29,3
247,2021-05-24,Kings,31,3
248,2021-05-24,Lake,33,3
249,2021-05-24,Lassen,35,4
250,2021-05-24,Los Angeles,37,4
251,2021-05-24,Madera,39,3
252,2021-05-24,Marin,41,3
253,2021-05-24,Mariposa,43,3
254,2021-05-24,Mendocino,45,4
255,2021-05-24,Merced,47,2
256,2021-05-24,Modoc,49,3
257,2021-05-24,Mono,51,4
258,2021-05-24,Monterey,53,3
259,2021-05-24,Napa,55,3
260,2021-05-24,Nevada,57,2
261,2021-05-24,Orange,59,4
262,2021-05-24,Placer,61,2
263,2021-05-24,Plumas,63,3
264,2021-05-24,Riverside,65,3
265,2021-05-24,Sacramento,67,2
266,2021-05-24,San Benito,69,3
267,2021-05-24,San Bernardino,71,3
268,2021-05-24,San Diego,73,3
269,2021-05-24,San Francisco,75,4
270,2021-05-24,San Joaquin,77,2
271,2021-05-24,San Luis Obispo,79,3
272,2021-05-24,San Mateo,81,4
273,2021-05-24,Santa Barbara,83,3
274,2021-05-24,Santa Clara,85,4
275,2021-05-24,Santa Cruz,87,4
276,2021-05-24,Shasta,89,2
277,2021-05-24,Sierra,91,4
278,2021-05-24,Siskiyou,93,3
279,2021-05-24,Solano,95,2
280,2021-05-24,Sonoma,97,3
281,2021-05-24,Stanislaus,99,2
282,2021-05-24,Sutter,101,3
283,2021-05-24,Tehama,103,3
284,2021-05-24,Trinity,105,4
285,2021-05-24,Tulare,107,3
286,2021-05-24,Tuolumne,109,3
287,2021-05-24,Ventura,111,3
288,2021-05-24,Yolo,113,3
289,2021-05-24,Yuba,115,2
290,2021-05-17,Alameda,1,3
291,2021-05-17,Alpine,3,4
292,2021-05-17,Amador,5,3
293,2021-05-17,Butte,7,3
294,2021-05-17,Calaveras,9,3
295,2021-05-17,Colusa,11,3
296,2021-05-17,Contra Costa,13,3
297,2021-05-17,Del Norte,15,2
298,2021-05-17,El Dorado,17,3
299,2021-05-17,Fresno,19,3
300,2021-05-17,Glenn,21,3
301,2021-05-17,Humboldt,23,3
302,2021-05-17,Imperial,25,3
303,2021-05-17,Inyo,27,3
304,2021-05-17,Kern,29,3
305,2021-05-17,Kings,31,3
306,2021-05-17,Lake,33,3
307,2021-05-17,Lassen,35,4
308,2021-05-17,Los Angeles,37,4
309,2021-05-17,Madera,39,3
310,2021-05-17,Marin,41,3
311,2021-05-17,Mariposa,43,3
312,2021-05-17,Mendocino,45,4
313,2021-05-17,Merced,47,2
314,2021-05-17,Modoc,49,3
315,2021-05-17,Mono,51,4
316,2021-05-17,Monterey,53,3
317,2021-05-17,Napa,55,3
318,2021-05-17,Nevada,57,2
319,2021-05-17,Orange,59,3
320,2021-05-17,Placer,61,2
321,2021-05-17,Plumas,63,3
322,2021-05-17,Riverside,65,3
323,2021-05-17,Sacramento,67,2
324,2021-05-17,San Benito,69,3
325,2021-05-17,San Bernardino,71,3
326,2021-05-17,San Diego,73,3
327,2021-05-17,San Francisco,75,4
328,2021-05-17,San Joaquin,77,2
329,2021-05-17,San Luis Obispo,79,3
330,2021-05-17,San Mateo,81,4
331,2021-05-17,Santa Barbara,83,3
332,2021-05-17,Santa Clara,85,3
333,2021-05-17,Santa Cruz,87,3
334,2021-05-17,Shasta,89,2
335,2021-05-17,Sierra,91,4
336,2021-05-17,Siskiyou,93,3
337,2021-05-17,Solano,95,2
338,2021-05-17,Sonoma,97,3
339,2021-05-17,Stanislaus,99,2
340,2021-05-17,Sutter,101,3
341,2021-05-17,Tehama,103,2
342,2021-05-17,Trinity,105,4
343,2021-05-17,Tulare,107,3
344,2021-05-17,Tuolumne,109,3
345,2021-05-17,Ventura,111,3
346,2021-05-17,Yolo,113,3
347,2021-05-17,Yuba,115,2
348,2021-05-10,Alameda,1,3
349,2021-05-10,Alpine,3,4
350,2021-05-10,Amador,5,3
351,2021-05-10,Butte,7,3
352,2021-05-10,Calaveras,9,3
353,2021-05-10,Colusa,11,3
354,2021-05-10,Contra Costa,13,3
355,2021-05-10,Del Norte,15,2
356,2021-05-10,El Dorado,17,3
357,2021-05-10,Fresno,19,3
358,2021-05-10,Glenn,21,3
359,2021-05-10,Humboldt,23,3
360,2021-05-10,Imperial,25,3
361,2021-05-10,Inyo,27,3
362,2021-05-10,Kern,29,3
363,2021-05-10,Kings,31,3
364,2021-05-10,Lake,33,3
365,2021-05-10,Lassen,35,4
366,2021-05-10,Los Angeles,37,4
367,2021-05-10,Madera,39,2
368,2021-05-10,Marin,41,3
369,2021-05-10,Mariposa,43,3
370,2021-05-10,Mendocino,45,4
371,2021-05-10,Merced,47,2
372,2021-05-10,Modoc,49,3
373,2021-05-10,Mono,51,3
374,2021-05-10,Monterey,53,3
375,2021-05-10,Napa,55,3
376,2021-05-10,Nevada,57,2
377,2021-05-10,Orange,59,3
378,2021-05-10,Placer,61,2
379,2021-05-10,Plumas,63,3
380,2021-05-10,Riverside,65,3
381,2021-05-10,Sacramento,67,2
382,2021-05-10,San Benito,69,3
383,2021-05-10,San Bernardino,71,3
384,2021-05-10,San Diego,73,3
385,2021-05-10,San Francisco,75,4
386,2021-05-10,San Joaquin,77,2
387,2021-05-10,San Luis Obispo,79,3
388,2021-05-10,San Mateo,81,3
389,2021-05-10,Santa Barbara,83,3
390,2021-05-10,Santa Clara,85,3
391,2021-05-10,Santa Cruz,87,3
392,2021-05-10,Shasta,89,2
393,2021-05-10,Sierra,91,4
394,2021-05-10,Siskiyou,93,3
395,2021-05-10,Solano,95,2
396,2021-05-10,Sonoma,97,3
397,2021-05-10,Stanislaus,99,2
398,2021-05-10,Sutter,101,3
399,2021-05-10,Tehama,103,2
400,2021-05-10,Trinity,105,4
401,2021-05-10,Tulare,107,3
402,2021-05-10,Tuolumne,109,3
403,2021-05-10,Ventura,111,3
404,2021-05-10,Yolo,113,3
405,2021-05-10,Yuba,115,2
406,2021-05-03,Alameda,1,3
407,2021-05-03,Alpine,3,4
408,2021-05-03,Amador,5,3
409,2021-05-03,Butte,7,3
410,2021-05-03,Calaveras,9,3
411,2021-05-03,Colusa,11,3
412,2021-05-03,Contra Costa,13,3
413,2021-05-03,Del Norte,15,2
414,2021-05-03,El Dorado,17,3
415,2021-05-03,Fresno,19,3
416,2021-05-03,Glenn,21,3
417,2021-05-03,Humboldt,23,3
418,2021-05-03,Imperial,25,3
419,2021-05-03,Inyo,27,2
420,2021-05-03,Kern,29,3
421,2021-05-03,Kings,31,3
422,2021-05-03,Lake,33,3
423,2021-05-03,Lassen,35,4
424,2021-05-03,Los Angeles,37,3
425,2021-05-03,Madera,39,2
426,2021-05-03,Marin,41,3
427,2021-05-03,Mariposa,43,3
428,2021-05-03,Mendocino,45,4
429,2021-05-03,Merced,47,2
430,2021-05-03,Modoc,49,3
431,2021-05-03,Mono,51,3
432,2021-05-03,Monterey,53,3
433,2021-05-03,Napa,55,3
434,2021-05-03,Nevada,57,2
435,2021-05-03,Orange,59,3
436,2021-05-03,Placer,61,2
437,2021-05-03,Plumas,63,3
438,2021-05-03,Riverside,65,3
439,2021-05-03,Sacramento,67,2
440,2021-05-03,San Benito,69,3
441,2021-05-03,San Bernardino,71,3
442,2021-05-03,San Diego,73,3
443,2021-05-03,San Francisco,75,3
444,2021-05-03,San Joaquin,77,2
445,2021-05-03,San Luis Obispo,79,3
446,2021-05-03,San Mateo,81,3
447,2021-05-03,Santa Barbara,83,3
448,2021-05-03,Santa Clara,85,3
449,2021-05-03,Santa Cruz,87,3
450,2021-05-03,Shasta,89,2
451,2021-05-03,Sierra,91,4
452,2021-05-03,Siskiyou,93,3
453,2021-05-03,Solano,95,2
454,2021-05-03,Sonoma,97,3
455,2021-05-03,Stanislaus,99,2
456,2021-05-03,Sutter,101,3
457,2021-05-03,Tehama,103,2
458,2021-05-03,Trinity,105,3
459,2021-05-03,Tulare,107,3
460,2021-05-03,Tuolumne,109,3
461,2021-05-03,Ventura,111,3
462,2021-05-03,Yolo,113,3
463,2021-05-03,Yuba,115,2
464,2021-04-26,Alameda,1,3
465,2021-04-26,Alpine,3,4
466,2021-04-26,Amador,5,2
467,2021-04-26,Butte,7,3
468,2021-04-26,Calaveras,9,3
469,2021-04-26,Colusa,11,3
470,2021-04-26,Contra Costa,13,3
471,2021-04-26,Del Norte,15,2
472,2021-04-26,El Dorado,17,3
473,2021-04-26,Fresno,19,3
474,2021-04-26,Glenn,21,2
475,2021-04-26,Humboldt,23,3
476,2021-04-26,Imperial,25,3
477,2021-04-26,Inyo,27,2
478,2021-04-26,Kern,29,3
479,2021-04-26,Kings,31,3
480,2021-04-26,Lake,33,3
481,2021-04-26,Lassen,35,4
482,2021-04-26,Los Angeles,37,3
483,2021-04-26,Madera,39,2
484,2021-04-26,Marin,41,3
485,2021-04-26,Mariposa,43,3
486,2021-04-26,Mendocino,45,3
487,2021-04-26,Merced,47,2
488,2021-04-26,Modoc,49,3
489,2021-04-26,Mono,51,3
490,2021-04-26,Monterey,53,3
491,2021-04-26,Napa,55,3
492,2021-04-26,Nevada,57,2
493,2021-04-26,Orange,59,3
494,2021-04-26,Placer,61,2
495,2021-04-26,Plumas,63,3
496,2021-04-26,Riverside,65,3
497,2021-04-26,Sacramento,67,2
498,2021-04-26,San Benito,69,3
499,2021-04-26,San Bernardino,71,3
500,2021-04-26,San Diego,73,3
501,2021-04-26,San Francisco,75,3
502,2021-04-26,San Joaquin,77,2
503,2021-04-26,San Luis Obispo,79,2
504,2021-04-26,San Mateo,81,3
505,2021-04-26,Santa Barbara,83,3
506,2021-04-26,Santa Clara,85,3
507,2021-04-26,Santa Cruz,87,3
508,2021-04-26,Shasta,89,2
509,2021-04-26,Sierra,91,4
510,2021-04-26,Siskiyou,93,3
511,2021-04-26,Solano,95,2
512,2021-04-26,Sonoma,97,3
513,2021-04-26,Stanislaus,99,2
514,2021-04-26,Sutter,101,2
515,2021-04-26,Tehama,103,2
516,2021-04-26,Trinity,105,3
517,2021-04-26,Tulare,107,3
518,2021-04-26,Tuolumne,109,3
519,2021-04-26,Ventura,111,3
520,2021-04-26,Yolo,113,3
521,2021-04-26,Yuba,115,2
522,2021-04-19,Alameda,1,3
523,2021-04-19,Alpine,3,4
524,2021-04-19,Amador,5,2
525,2021-04-19,Butte,7,3
526,2021-04-19,Calaveras,9,2
527,2021-04-19,Colusa,11,3
528,2021-04-19,Contra Costa,13,3
529,2021-04-19,Del Norte,15,2
530,2021-04-19,El Dorado,17,3
531,2021-04-19,Fresno,19,2
532,2021-04-19,Glenn,21,2
533,2021-04-19,Humboldt,23,3
534,2021-04-19,Imperial,25,3
535,2021-04-19,Inyo,27,2
536,2021-04-19,Kern,29,3
537,2021-04-19,Kings,31,2
538,2021-04-19,Lake,33,3
539,2021-04-19,Lassen,35,4
540,2021-04-19,Los Angeles,37,3
541,2021-04-19,Madera,39,2
542,2021-04-19,Marin,41,3
543,2021-04-19,Mariposa,43,3
544,2021-04-19,Mendocino,45,3
545,2021-04-19,Merced,47,2
546,2021-04-19,Modoc,49,3
547,2021-04-19,Mono,51,2
548,2021-04-19,Monterey,53,3
549,2021-04-19,Napa,55,3
550,2021-04-19,Nevada,57,2
551,2021-04-19,Orange,59,3
552,2021-04-19,Placer,61,2
553,2021-04-19,Plumas,63,3
554,2021-04-19,Riverside,65,3
555,2021-04-19,Sacramento,67,2
556,2021-04-19,San Benito,69,3
557,2021-04-19,San Bernardino,71,3
558,2021-04-19,San Diego,73,3
559,2021-04-19,San Francisco,75,3
560,2021-04-19,San Joaquin,77,2
561,2021-04-19,San Luis Obispo,79,2
562,2021-04-19,San Mateo,81,3
563,2021-04-19,Santa Barbara,83,2
564,2021-04-19,Santa Clara,85,3
565,2021-04-19,Santa Cruz,87,3
566,2021-04-19,Shasta,89,2
567,2021-04-19,Sierra,91,4
568,2021-04-19,Siskiyou,93,3
569,2021-04-19,Solano,95,2
570,2021-04-19,Sonoma,97,3
571,2021-04-19,Stanislaus,99,2
572,2021-04-19,Sutter,101,2
573,2021-04-19,Tehama,103,2
574,2021-04-19,Trinity,105,3
575,2021-04-19,Tulare,107,3
576,2021-04-19,Tuolumne,109,3
577,2021-04-19,Ventura,111,3
578,2021-04-19,Yolo,113,3
579,2021-04-19,Yuba,115,2
580,2021-04-12,Alameda,1,3
581,2021-04-12,Alpine,3,4
582,2021-04-12,Amador,5,2
583,2021-04-12,Butte,7,3
584,2021-04-12,Calaveras,9,2
585,2021-04-12,Colusa,11,3
586,2021-04-12,Contra Costa,13,3
587,2021-04-12,Del Norte,15,2
588,2021-04-12,El Dorado,17,3
589,2021-04-12,Fresno,19,2
590,2021-04-12,Glenn,21,2
591,2021-04-12,Humboldt,23,3
592,2021-04-12,Imperial,25,3
593,2021-04-12,Inyo,27,1
594,2021-04-12,Kern,29,2
595,2021-04-12,Kings,31,2
596,2021-04-12,Lake,33,2
597,2021-04-12,Lassen,35,3
598,2021-04-12,Los Angeles,37,3
599,2021-04-12,Madera,39,2
600,2021-04-12,Marin,41,3
601,2021-04-12,Mariposa,43,3
602,2021-04-12,Mendocino,45,3
603,2021-04-12,Merced,47,1
604,2021-04-12,Modoc,49,3
605,2021-04-12,Mono,51,2
606,2021-04-12,Monterey,53,3
607,2021-04-12,Napa,55,3
608,2021-04-12,Nevada,57,2
609,2021-04-12,Orange,59,3
610,2021-04-12,Placer,61,2
611,2021-04-12,Plumas,63,3
612,2021-04-12,Riverside,65,3
613,2021-04-12,Sacramento,67,2
614,2021-04-12,San Benito,69,3
615,2021-04-12,San Bernardino,71,3
616,2021-04-12,San Diego,73,3
617,2021-04-12,San Francisco,75,3
618,2021-04-12,San Joaquin,77,2
619,2021-04-12,San Luis Obispo,79,2
620,2021-04-12,San Mateo,81,3
621,2021-04-12,Santa Barbara,83,2
622,2021-04-12,Santa Clara,85,3
623,2021-04-12,Santa Cruz,87,3
624,2021-04-12,Shasta,89,2
625,2021-04-12,Sierra,91,4
626,2021-04-12,Siskiyou,93,3
627,2021-04-12,Solano,95,2
628,2021-04-12,Sonoma,97,3
629,2021-04-12,Stanislaus,99,2
630,2021-04-12,Sutter,101,2
631,2021-04-12,Tehama,103,2
632,2021-04-12,Trinity,105,3
633,2021-04-12,Tulare,107,3
634,2021-04-12,Tuolumne,109,3
635,2021-04-12,Ventura,111,3
636,2021-04-12,Yolo,113,3
637,2021-04-12,Yuba,115,2
638,2021-04-05,Alameda,1,3
639,2021-04-05,Alpine,3,4
640,2021-04-05,Amador,5,2
641,2021-04-05,Butte,7,3
642,2021-04-05,Calaveras,9,2
643,2021-04-05,Colusa,11,3
644,2021-04-05,Contra Costa,13,2
645,2021-04-05,Del Norte,15,2
646,2021-04-05,El Dorado,17,2
647,2021-04-05,Fresno,19,2
648,2021-04-05,Glenn,21,2
649,2021-04-05,Humboldt,23,2
650,2021-04-05,Imperial,25,2
651,2021-04-05,Inyo,27,1
652,2021-04-05,Kern,29,2
653,2021-04-05,Kings,31,2
654,2021-04-05,Lake,33,2
655,2021-04-05,Lassen,35,3
656,2021-04-05,Los Angeles,37,3
657,2021-04-05,Madera,39,2
658,2021-04-05,Marin,41,3
659,2021-04-05,Mariposa,43,3
660,2021-04-05,Mendocino,45,2
661,2021-04-05,Merced,47,1
662,2021-04-05,Modoc,49,3
663,2021-04-05,Mono,51,2
664,2021-04-05,Monterey,53,2
665,2021-04-05,Napa,55,2
666,2021-04-05,Nevada,57,2
667,2021-04-05,Orange,59,3
668,2021-04-05,Placer,61,2
669,2021-04-05,Plumas,63,3
670,2021-04-05,Riverside,65,2
671,2021-04-05,Sacramento,67,2
672,2021-04-05,San Benito,69,2
673,2021-04-05,San Bernardino,71,2
674,2021-04-05,San Diego,73,2
675,2021-04-05,San Francisco,75,3
676,2021-04-05,San Joaquin,77,1
677,2021-04-05,San Luis Obispo,79,2
678,2021-04-05,San Mateo,81,3
679,2021-04-05,Santa Barbara,83,2
680,2021-04-05,Santa Clara,85,3
681,2021-04-05,Santa Cruz,87,3
682,2021-04-05,Shasta,89,2
683,2021-04-05,Sierra,91,4
684,2021-04-05,Siskiyou,93,2
685,2021-04-05,Solano,95,2
686,2021-04-05,Sonoma,97,2
687,2021-04-05,Stanislaus,99,2
688,2021-04-05,Sutter,101,2
689,2021-04-05,Tehama,103,2
690,2021-04-05,Trinity,105,3
691,2021-04-05,Tulare,107,2
692,2021-04-05,Tuolumne,109,3
693,2021-04-05,Ventura,111,2
694,2021-04-05,Yolo,113,3
695,2021-04-05,Yuba,115,2
696,2021-03-29,Alameda,1,2
697,2021-03-29,Alpine,3,4
698,2021-03-29,Amador,5,2
699,2021-03-29,Butte,7,2
700,2021-03-29,Calaveras,9,2
701,2021-03-29,Colusa,11,2
702,2021-03-29,Contra Costa,13,2
703,2021-03-29,Del Norte,15,2
704,2021-03-29,El Dorado,17,2
705,2021-03-29,Fresno,19,1
706,2021-03-29,Glenn,21,1
707,2021-03-29,Humboldt,23,2
708,2021-03-29,Imperial,25,2
709,2021-03-29,Inyo,27,1
710,2021-03-29,Kern,29,2
711,2021-03-29,Kings,31,1
712,2021-03-29,Lake,33,2
713,2021-03-29,Lassen,35,3
714,2021-03-29,Los Angeles,37,2
715,2021-03-29,Madera,39,1
716,2021-03-29,Marin,41,3
717,2021-03-29,Mariposa,43,3
718,2021-03-29,Mendocino,45,2
719,2021-03-29,Merced,47,1
720,2021-03-29,Modoc,49,2
721,2021-03-29,Mono,51,2
722,2021-03-29,Monterey,53,2
723,2021-03-29,Napa,55,2
724,2021-03-29,Nevada,57,2
725,2021-03-29,Orange,59,2
726,2021-03-29,Placer,61,2
727,2021-03-29,Plumas,63,3
728,2021-03-29,Riverside,65,2
729,2021-03-29,Sacramento,67,2
730,2021-03-29,San Benito,69,2
731,2021-03-29,San Bernardino,71,2
732,2021-03-29,San Diego,73,2
733,2021-03-29,San Francisco,75,3
734,2021-03-29,San Joaquin,77,1
735,2021-03-29,San Luis Obispo,79,2
736,2021-03-29,San Mateo,81,3
737,2021-03-29,Santa Barbara,83,2
738,2021-03-29,Santa Clara,85,3
739,2021-03-29,Santa Cruz,87,2
740,2021-03-29,Shasta,89,2
741,2021-03-29,Sierra,91,4
742,2021-03-29,Siskiyou,93,2
743,2021-03-29,Solano,95,2
744,2021-03-29,Sonoma,97,2
745,2021-03-29,Stanislaus,99,2
746,2021-03-29,Sutter,101,2
747,2021-03-29,Tehama,103,2
748,2021-03-29,Trinity,105,3
749,2021-03-29,Tulare,107,2
750,2021-03-29,Tuolumne,109,2
751,2021-03-29,Ventura,111,2
752,2021-03-29,Yolo,113,3
753,2021-03-29,Yuba,115,1
754,2021-03-22,Alameda,1,2
755,2021-03-22,Alpine,3,4
756,2021-03-22,Amador,5,2
757,2021-03-22,Butte,7,2
758,2021-03-22,Calaveras,9,2
759,2021-03-22,Colusa,11,2
